"Datum","Zuletzt","Eröffn.","Hoch","Tief","Vol.","+/- %"
"01.09.2024","51.920,0","53.381,3","53.465,8","51.850,1","0,32K","-2,74%"
"31.08.2024","53.380,0","53.555,0","53.800,1","53.204,9","0,14K","-0,31%"
"30.08.2024","53.545,8","53.585,1","54.043,1","52.355,1","0,47K","-0,11%"
"29.08.2024","53.603,1","53.094,9","55.214,1","52.960,1","0,57K","1,00%"
"28.08.2024","53.073,0","53.235,9","54.186,2","52.122,7","0,65K","-0,31%"
"27.08.2024","53.235,8","56.301,0","56.585,1","52.046,7","0,67K","-5,44%"
"26.08.2024","56.301,1","57.399,7","57.602,7","56.301,1","0,42K","-1,93%"
"25.08.2024","57.407,0","57.268,7","58.102,3","56.910,6","0,22K","0,28%"
"24.08.2024","57.247,4","57.293,6","57.635,0","56.800,0","0,27K","-0,08%"
"23.08.2024","57.293,6","54.335,2","57.999,0","54.316,7","0,83K","5,46%"
"22.08.2024","54.329,7","54.845,5","55.111,0","53.655,3","0,48K","-0,94%"
"21.08.2024","54.845,5","53.053,7","55.426,9","52.882,4","0,63K","3,41%"
"20.08.2024","53.035,3","53.641,5","55.419,6","52.768,7","0,56K","-1,19%"
"19.08.2024","53.674,2","53.056,0","53.772,9","52.454,3","0,47K","1,13%"
"18.08.2024","53.073,1","54.000,0","54.630,9","53.058,4","0,24K","-1,71%"
"17.08.2024","53.997,8","53.469,7","54.191,0","53.404,1","0,13K","1,00%"
"16.08.2024","53.465,7","52.479,8","54.315,6","52.069,3","0,56K","1,88%"
"15.08.2024","52.479,8","53.313,1","54.484,8","51.225,7","0,93K","-1,58%"
"14.08.2024","53.320,6","55.150,1","55.984,0","53.100,0","0,59K","-3,32%"
"13.08.2024","55.150,0","54.297,3","56.093,1","53.560,0","0,56K","1,57%"
"12.08.2024","54.297,3","53.850,1","55.500,0","52.800,2","0,60K","0,83%"
"11.08.2024","53.850,0","55.868,5","56.665,9","53.400,7","0,31K","-3,61%"
"10.08.2024","55.868,5","55.793,6","56.302,5","55.260,2","0,15K","0,14%"
"09.08.2024","55.787,8","56.567,1","56.577,8","54.538,3","0,72K","-1,33%"
"08.08.2024","56.538,6","50.449,9","57.446,2","50.139,4","0,82K","12,07%"
"07.08.2024","50.449,9","51.346,1","52.879,1","50.001,2","0,79K","-1,81%"
"06.08.2024","51.378,9","49.390,7","52.253,8","49.359,8","1,28K","4,07%"
"05.08.2024","49.369,8","53.328,7","53.440,3","45.172,5","4,16K","-7,42%"
"04.08.2024","53.328,7","55.706,5","56.111,2","52.618,5","0,66K","-4,27%"
"03.08.2024","55.706,5","56.325,5","57.053,9","55.003,6","0,60K","-1,10%"
"02.08.2024","56.325,5","60.550,0","60.767,5","56.107,7","0,79K","-6,98%"
"01.08.2024","60.554,6","59.725,1","60.770,4","57.711,7","0,78K","1,38%"
"31.07.2024","59.728,2","61.183,6","61.750,0","59.610,7","0,44K","-2,39%"
"30.07.2024","61.188,0","61.765,8","61.860,2","60.460,9","0,40K","-0,94%"
"29.07.2024","61.765,8","62.831,0","64.692,0","61.500,0","0,84K","-1,70%"
"28.07.2024","62.831,0","62.455,2","62.858,3","61.804,1","0,18K","0,64%"
"27.07.2024","62.429,0","62.555,9","63.819,4","61.406,9","0,55K","-0,20%"
"26.07.2024","62.554,2","60.646,5","62.768,0","60.609,0","0,69K","3,15%"
"25.07.2024","60.642,9","60.322,5","60.932,0","58.561,2","0,51K","0,53%"
"24.07.2024","60.322,4","60.671,4","61.737,5","60.069,9","0,52K","-0,58%"
"23.07.2024","60.671,4","62.019,4","62.169,8","60.249,3","1,37K","-2,19%"
"22.07.2024","62.027,6","62.505,7","62.772,9","61.215,0","0,53K","-0,76%"
"21.07.2024","62.505,6","61.642,7","62.665,8","60.450,0","0,29K","1,41%"
"20.07.2024","61.636,5","61.333,1","62.050,0","60.925,8","0,22K","0,49%"
"19.07.2024","61.333,1","58.694,9","61.965,0","58.186,7","0,58K","4,47%"
"18.07.2024","58.710,0","58.604,0","59.617,0","58.040,8","0,46K","0,18%"
"17.07.2024","58.604,0","59.711,0","60.632,4","58.505,0","0,49K","-1,90%"
"16.07.2024","59.740,4","59.417,5","59.950,0","57.300,0","0,58K","0,50%"
"15.07.2024","59.441,1","55.877,8","59.529,1","55.790,9","0,75K","6,39%"
"14.07.2024","55.871,7","54.290,7","56.398,2","54.260,4","0,49K","2,91%"
"13.07.2024","54.290,7","53.088,1","54.834,7","53.000,0","0,21K","2,28%"
"12.07.2024","53.081,9","52.735,3","53.627,8","52.080,0","1,10K","0,66%"
"11.07.2024","52.735,3","53.269,0","54.489,1","52.623,9","1,10K","-1,10%"
"10.07.2024","53.320,6","53.623,5","54.878,7","52.817,1","0,84K","-0,56%"
"09.07.2024","53.623,4","52.309,3","53.819,4","51.964,5","1,02K","2,50%"
"08.07.2024","52.314,7","51.595,6","53.677,7","50.190,1","1,01K","1,40%"
"07.07.2024","51.590,4","53.702,9","53.794,7","51.507,6","0,32K","-3,93%"
"06.07.2024","53.702,8","52.258,3","53.832,0","51.750,0","0,40K","2,77%"
"05.07.2024","52.257,4","52.772,7","53.139,9","49.670,0","1,75K","-0,95%"
"04.07.2024","52.759,2","55.747,2","55.971,2","52.557,7","2,18K","-5,36%"
"03.07.2024","55.750,1","57.730,5","57.859,4","55.077,2","0,62K","-3,41%"
"02.07.2024","57.720,8","58.523,5","58.864,1","57.501,5","0,52K","-1,41%"
"01.07.2024","58.543,7","58.422,2","59.443,1","58.107,0","0,65K","0,26%"
"30.06.2024","58.393,0","56.875,0","58.579,0","56.652,1","0,20K","2,67%"
"29.06.2024","56.875,0","56.310,0","57.103,4","56.309,9","0,13K","1,00%"
"28.06.2024","56.310,0","57.550,5","58.120,0","56.033,1","0,42K","-2,13%"
"27.06.2024","57.535,2","56.919,0","58.151,9","56.645,1","0,45K","1,10%"
"26.06.2024","56.910,8","57.728,1","58.255,1","56.850,0","0,43K","-1,42%"
"25.06.2024","57.728,1","56.160,3","58.185,0","56.118,3","0,79K","2,80%"
"24.06.2024","56.156,9","59.096,8","59.230,7","54.500,0","1,12K","-4,96%"
"23.06.2024","59.088,0","59.974,7","60.208,2","59.075,4","0,12K","-1,51%"
"22.06.2024","59.992,0","59.977,6","60.310,5","59.834,0","0,14K","0,04%"
"21.06.2024","59.965,5","60.562,4","60.664,6","59.334,1","0,37K","-1,00%"
"20.06.2024","60.568,3","60.448,9","61.899,0","60.280,1","0,42K","0,20%"
"19.06.2024","60.448,9","60.681,7","61.192,6","60.239,9","0,33K","-0,33%"
"18.06.2024","60.649,6","61.899,4","61.982,5","59.683,5","0,69K","-2,02%"
"17.06.2024","61.899,4","62.247,8","62.637,1","60.745,1","0,53K","-0,56%"
"16.06.2024","62.247,8","61.821,9","62.486,9","61.694,2","0,09K","0,68%"
"15.06.2024","61.827,5","61.733,7","62.108,1","61.500,0","0,13K","0,15%"
"14.06.2024","61.733,7","62.192,0","63.050,0","60.823,0","0,47K","-0,74%"
"13.06.2024","62.196,7","63.140,2","63.342,8","61.685,7","0,42K","-1,50%"
"12.06.2024","63.141,0","62.739,3","64.532,8","62.273,9","0,88K","0,64%"
"11.06.2024","62.739,3","64.546,8","64.587,2","61.600,1","0,76K","-2,80%"
"10.06.2024","64.546,7","64.651,3","65.290,7","64.350,1","0,48K","-0,16%"
"09.06.2024","64.651,3","64.256,7","64.750,5","64.115,2","0,17K","0,61%"
"08.06.2024","64.257,0","64.270,9","64.457,1","64.122,9","0,10K","-0,02%"
"07.06.2024","64.270,8","64.986,9","66.090,4","63.375,1","0,82K","-1,10%"
"06.06.2024","64.983,4","65.353,8","65.750,0","64.408,4","0,55K","-0,56%"
"05.06.2024","65.347,2","64.796,5","66.000,0","64.692,1","0,75K","0,85%"
"04.06.2024","64.796,5","63.062,8","65.223,0","62.964,0","0,58K","2,74%"
"03.06.2024","63.067,0","62.452,2","64.630,0","62.327,2","0,62K","0,98%"
"02.06.2024","62.452,2","62.406,9","62.988,0","62.069,6","0,12K","0,07%"
"01.06.2024","62.406,9","62.223,8","62.517,0","62.155,2","0,09K","0,27%"
"31.05.2024","62.241,8","63.094,2","63.501,5","61.459,7","0,36K","-1,40%"
"30.05.2024","63.124,6","62.555,7","64.040,0","62.076,0","0,69K","0,91%"
"29.05.2024","62.555,7","62.946,3","63.460,7","62.122,0","0,47K","-0,62%"
"28.05.2024","62.946,3","63.867,1","63.964,0","61.968,0","0,53K","-1,46%"
"27.05.2024","63.878,7","63.131,6","64.958,6","62.800,0","0,43K","1,18%"
"26.05.2024","63.131,6","63.864,1","64.060,9","62.921,9","0,27K","-1,15%"
"25.05.2024","63.864,1","63.261,8","64.201,1","63.230,2","0,16K","0,95%"
"24.05.2024","63.261,8","62.822,0","63.840,5","61.590,2","0,55K","0,70%"
"23.05.2024","62.821,9","63.809,8","64.533,8","61.431,3","0,91K","-1,55%"
"22.05.2024","63.808,6","64.441,3","65.091,9","63.728,9","0,39K","-0,98%"
"21.05.2024","64.437,9","65.485,6","65.800,0","63.622,7","1,02K","-1,50%"
"20.05.2024","65.418,1","60.944,0","65.596,1","60.770,8","0,85K","7,34%"
"19.05.2024","60.944,0","61.586,6","62.221,9","60.628,7","0,22K","-1,02%"
"18.05.2024","61.574,7","61.679,1","61.965,2","61.300,0","0,15K","-0,17%"
"17.05.2024","61.681,3","60.000,1","62.000,0","60.000,0","0,61K","2,80%"
"16.05.2024","60.000,1","60.787,5","61.300,0","59.462,9","0,71K","-1,29%"
"15.05.2024","60.785,2","56.908,0","60.999,9","56.735,1","0,83K","6,82%"
"14.05.2024","56.905,2","58.290,0","58.435,8","56.510,1","0,68K","-2,38%"
"13.05.2024","58.289,6","57.067,1","58.730,0","56.450,0","0,47K","2,14%"
"12.05.2024","57.067,1","56.502,5","57.426,6","56.304,0","0,12K","1,00%"
"11.05.2024","56.502,3","56.514,9","57.140,7","56.240,9","0,22K","0,00%"
"10.05.2024","56.503,6","58.507,5","58.857,1","55.906,6","0,61K","-3,43%"
"09.05.2024","58.507,5","56.937,6","58.768,7","56.500,0","0,37K","2,76%"
"08.05.2024","56.937,6","57.962,1","58.662,1","56.675,5","0,42K","-1,80%"
"07.05.2024","57.982,4","58.674,8","59.807,8","57.928,3","0,58K","-1,15%"
"06.05.2024","58.656,3","59.500,1","60.799,9","58.281,1","0,63K","-1,42%"
"05.05.2024","59.500,1","59.404,1","59.950,0","58.500,0","0,24K","0,19%"
"04.05.2024","59.385,2","58.477,6","59.918,4","58.174,4","0,38K","1,55%"
"03.05.2024","58.479,6","55.100,1","58.846,1","54.808,2","0,77K","6,09%"
"02.05.2024","55.122,6","54.336,5","55.554,9","53.163,7","0,66K","1,45%"
"01.05.2024","54.336,5","56.828,1","56.982,4","53.000,1","1,34K","-4,39%"
"30.04.2024","56.833,5","59.541,1","60.298,9","55.383,7","1,27K","-4,55%"
"29.04.2024","59.541,1","58.948,0","59.794,1","57.810,1","0,63K","1,02%"
"28.04.2024","58.940,9","59.350,1","60.093,9","58.701,7","0,13K","-0,69%"
"27.04.2024","59.350,1","59.643,9","59.779,3","58.475,3","0,18K","-0,49%"
"26.04.2024","59.643,9","60.123,9","60.500,0","59.290,0","0,47K","-0,79%"
"25.04.2024","60.120,1","60.063,1","60.834,8","58.838,0","0,50K","0,07%"
"24.04.2024","60.078,4","62.069,7","62.651,8","59.440,4","0,56K","-3,21%"
"23.04.2024","62.069,6","62.736,2","63.017,2","61.707,1","0,51K","-1,08%"
"22.04.2024","62.744,5","60.985,4","63.076,9","60.566,2","0,63K","2,88%"
"21.04.2024","60.985,4","61.060,1","61.669,1","60.380,8","0,25K","-0,14%"
"20.04.2024","61.070,0","59.974,3","61.494,9","59.375,2","0,36K","1,83%"
"19.04.2024","59.974,4","59.712,6","61.473,4","56.236,1","0,97K","0,45%"
"18.04.2024","59.707,6","57.500,1","60.200,0","56.950,0","1,26K","3,84%"
"17.04.2024","57.500,1","60.110,0","60.728,9","56.187,1","1,09K","-4,34%"
"16.04.2024","60.109,9","59.764,5","60.649,5","58.068,1","0,94K","0,61%"
"15.04.2024","59.743,0","61.864,2","62.800,0","58.745,6","0,96K","-3,43%"
"14.04.2024","61.864,3","61.094,2","61.930,9","59.803,8","0,86K","1,25%"
"13.04.2024","61.100,5","63.412,1","64.000,0","57.208,6","1,58K","-3,65%"
"12.04.2024","63.412,2","65.293,8","66.544,0","61.400,3","1,16K","-2,88%"
"11.04.2024","65.293,8","65.703,9","66.302,6","64.910,2","0,52K","-0,62%"
"10.04.2024","65.703,8","63.699,1","66.147,1","62.685,4","0,87K","3,15%"
"09.04.2024","63.699,1","65.918,3","66.024,6","62.917,4","0,86K","-3,37%"
"08.04.2024","65.918,2","64.033,4","67.100,0","63.820,7","1,23K","2,92%"
"07.04.2024","64.047,5","63.600,0","64.813,3","63.548,6","0,35K","0,70%"
"06.04.2024","63.600,0","62.617,2","64.271,9","62.287,1","0,28K","1,57%"
"05.04.2024","62.617,2","63.250,0","63.420,0","61.086,7","0,58K","-1,00%"
"04.04.2024","63.249,9","60.960,1","63.835,3","60.086,1","0,78K","3,76%"
"03.04.2024","60.960,1","60.848,2","61.942,0","60.027,5","0,65K","0,21%"
"02.04.2024","60.831,6","64.884,2","64.909,3","60.045,2","1,29K","-6,27%"
"01.04.2024","64.902,9","66.064,3","66.064,3","63.462,1","0,53K","-1,86%"
"31.03.2024","66.129,9","64.602,4","66.130,0","64.589,6","0,33K","2,36%"
"30.03.2024","64.602,4","64.780,4","65.150,0","64.580,0","0,16K","-0,28%"
"29.03.2024","64.784,0","65.606,8","65.774,6","64.060,9","0,39K","-1,22%"
"28.03.2024","65.583,1","64.213,9","66.238,0","63.673,4","0,82K","2,13%"
"27.03.2024","64.213,9","64.592,3","66.199,9","63.210,0","1,11K","-0,61%"
"26.03.2024","64.605,0","64.486,1","65.920,6","63.895,6","0,87K","0,18%"
"25.03.2024","64.486,1","62.195,1","65.600,0","61.416,5","1,38K","3,65%"
"24.03.2024","62.214,8","59.274,1","62.518,0","59.099,8","0,42K","4,95%"
"23.03.2024","59.279,8","59.105,7","61.133,1","58.383,2","0,35K","0,37%"
"22.03.2024","59.060,5","60.300,7","61.480,5","57.750,0","0,90K","-2,06%"
"21.03.2024","60.300,6","62.092,7","62.414,1","59.499,5","0,95K","-2,89%"
"20.03.2024","62.092,8","56.969,5","62.398,2","55.950,1","1,60K","8,94%"
"19.03.2024","56.998,5","62.143,7","62.600,0","56.634,7","2,30K","-8,31%"
"18.03.2024","62.162,9","62.820,0","63.286,6","61.215,0","0,72K","-1,05%"
"17.03.2024","62.820,0","59.883,0","63.230,0","59.200,1","0,76K","4,90%"
"16.03.2024","59.885,2","63.861,3","64.299,0","59.456,8","0,79K","-6,08%"
"15.03.2024","63.761,3","65.666,5","66.555,0","60.230,4","1,87K","-2,90%"
"14.03.2024","65.666,4","66.765,6","67.427,0","63.073,0","1,74K","-1,65%"
"13.03.2024","66.765,6","65.420,0","67.399,0","65.304,9","1,26K","2,04%"
"12.03.2024","65.428,9","65.860,0","66.900,0","63.267,1","1,82K","-0,65%"
"11.03.2024","65.859,9","63.074,2","66.600,0","61.517,2","1,88K","4,42%"
"10.03.2024","63.074,3","62.613,1","63.930,6","62.400,0","0,72K","0,68%"
"09.03.2024","62.649,9","62.425,2","62.781,1","62.124,5","0,37K","0,38%"
"08.03.2024","62.413,8","61.130,1","63.999,0","60.483,8","1,61K","2,10%"
"07.03.2024","61.130,1","60.642,5","62.364,9","60.201,1","1,13K","0,82%"
"06.03.2024","60.633,8","58.788,1","62.227,0","57.937,5","1,76K","3,06%"
"05.03.2024","58.830,7","62.877,2","63.584,5","54.425,1","3,94K","-6,51%"
"04.03.2024","62.930,5","58.214,0","63.089,9","57.580,2","3,39K","8,07%"
"03.03.2024","58.230,2","57.223,2","58.300,0","56.650,1","0,63K","1,76%"
"02.03.2024","57.223,2","57.564,8","57.608,4","56.900,0","0,40K","-0,59%"
"01.03.2024","57.565,4","56.560,4","58.248,0","56.160,0","0,91K","1,77%"
"29.02.2024","56.565,9","57.615,5","58.629,9","55.800,0","1,78K","-1,83%"
"28.02.2024","57.620,0","52.622,0","58.999,0","52.317,3","3,63K","9,50%"
"27.02.2024","52.622,0","49.926,9","53.085,0","49.926,9","1,78K","5,39%"
"26.02.2024","49.932,9","47.793,4","50.425,0","46.950,1","1,21K","4,49%"
"25.02.2024","47.786,2","47.622,0","47.925,0","47.404,9","0,29K","0,35%"
"24.02.2024","47.621,9","46.873,7","47.710,0","46.731,0","0,23K","1,60%"
"23.02.2024","46.873,7","47.360,6","47.575,7","46.682,2","0,55K","-1,05%"
"22.02.2024","47.370,0","47.934,7","48.068,0","47.051,1","0,60K","-1,17%"
"21.02.2024","47.930,3","48.349,4","48.400,0","46.869,6","0,69K","-0,87%"
"20.02.2024","48.349,3","48.041,9","48.988,8","47.000,1","1,11K","0,62%"
"19.02.2024","48.053,5","48.357,1","48.688,8","48.000,0","0,63K","-0,61%"
"18.02.2024","48.346,0","47.944,2","48.575,0","47.538,7","0,32K","0,84%"
"17.02.2024","47.944,2","48.425,0","48.430,3","46.966,3","0,49K","-0,99%"
"16.02.2024","48.425,0","48.213,3","48.900,0","47.952,9","0,69K","0,44%"
