"Datum","Zuletzt","Eröffn.","Hoch","Tief","Vol.","+/- %"
"21.11.2019","6.892,9","7.297,6","7.327,2","6.712,0","5,46K","-5,57%"
"20.11.2019","7.299,1","7.341,8","7.431,1","7.265,5","2,73K","-0,58%"
"19.11.2019","7.341,9","7.395,0","7.412,8","7.234,6","3,27K","-0,72%"
"18.11.2019","7.395,0","7.697,1","7.698,2","7.270,3","3,88K","-3,92%"
"17.11.2019","7.697,1","7.687,8","7.799,9","7.600,0","1,41K","0,12%"
"16.11.2019","7.687,8","7.668,3","7.733,3","7.642,9","0,89K","0,27%"
"15.11.2019","7.667,0","7.833,2","7.963,8","7.611,9","4,10K","-2,13%"
"14.11.2019","7.834,2","7.963,7","7.979,9","7.798,4","2,89K","-1,63%"
"13.11.2019","7.963,7","8.002,3","8.025,0","7.909,0","2,21K","-0,45%"
"12.11.2019","7.999,9","7.906,4","8.056,0","7.800,0","2,78K","1,18%"
"11.11.2019","7.906,4","8.200,8","8.234,2","7.810,5","3,73K","-3,59%"
"10.11.2019","8.200,8","8.000,2","8.269,9","7.950,5","1,91K","2,51%"
"09.11.2019","8.000,2","7.961,1","8.064,3","7.910,4","1,15K","0,42%"
"08.11.2019","7.966,9","8.326,6","8.362,2","7.871,1","5,26K","-4,36%"
"07.11.2019","8.329,9","8.447,3","8.465,0","8.230,7","2,56K","-1,39%"
"06.11.2019","8.447,3","8.405,6","8.520,0","8.376,0","2,60K","0,50%"
"05.11.2019","8.405,6","8.458,6","8.524,9","8.247,6","2,94K","-0,63%"
"04.11.2019","8.458,6","8.252,0","8.599,0","8.182,5","3,04K","2,50%"
"03.11.2019","8.252,0","8.333,5","8.403,7","8.139,1","1,76K","-0,98%"
"02.11.2019","8.333,5","8.290,7","8.400,0","8.251,0","1,35K","0,52%"
"01.11.2019","8.290,7","8.212,2","8.336,0","8.123,1","2,68K","1,01%"
"31.10.2019","8.208,1","8.224,5","8.450,0","8.031,1","3,70K","-0,25%"
"30.10.2019","8.229,0","8.488,5","8.489,5","8.105,0","4,46K","-3,04%"
"29.10.2019","8.487,0","8.305,8","8.597,1","8.197,4","3,99K","2,17%"
"28.10.2019","8.306,9","8.602,3","8.948,3","8.272,5","5,18K","-3,46%"
"27.10.2019","8.605,0","8.335,3","8.828,0","8.203,4","4,70K","3,24%"
"26.10.2019","8.335,3","7.815,7","9.388,7","7.797,0","11,12K","6,71%"
"25.10.2019","7.811,5","6.701,0","7.912,9","6.678,1","7,53K","16,57%"
"24.10.2019","6.701,0","6.723,1","6.769,9","6.619,9","2,97K","-0,33%"
"23.10.2019","6.723,1","7.217,1","7.241,9","6.600,1","7,33K","-6,84%"
"22.10.2019","7.217,1","7.371,2","7.459,7","7.196,3","3,50K","-2,09%"
"21.10.2019","7.371,2","7.378,9","7.484,0","7.311,3","2,92K","-0,10%"
"20.10.2019","7.378,9","7.132,6","7.466,4","7.070,1","2,36K","3,45%"
"19.10.2019","7.132,6","7.129,7","7.248,8","7.066,9","2,01K","0,04%"
"18.10.2019","7.129,7","7.267,2","7.299,9","7.050,0","3,71K","-1,85%"
"17.10.2019","7.264,3","7.225,8","7.314,3","7.181,0","3,57K","0,53%"
"16.10.2019","7.225,8","7.400,0","7.417,2","7.161,7","3,88K","-2,35%"
"15.10.2019","7.400,0","7.577,1","7.647,9","7.354,8","3,38K","-2,32%"
"14.10.2019","7.576,1","7.525,0","7.624,0","7.470,2","2,35K","0,68%"
"13.10.2019","7.525,0","7.532,5","7.681,9","7.415,0","1,74K","-0,10%"
"12.10.2019","7.532,5","7.493,2","7.629,8","7.488,3","1,30K","0,52%"
"11.10.2019","7.493,2","7.809,2","7.996,5","7.453,2","4,39K","-4,00%"
"10.10.2019","7.805,2","7.813,3","7.866,5","7.677,5","3,65K","-0,10%"
"09.10.2019","7.813,3","7.477,5","7.900,0","7.405,1","4,65K","4,47%"
"08.10.2019","7.478,9","7.484,2","7.595,0","7.407,6","2,63K","-0,07%"
"07.10.2019","7.484,2","7.164,0","7.572,6","7.085,1","5,61K","4,38%"
"06.10.2019","7.170,1","7.420,0","7.448,0","7.108,0","3,10K","-3,37%"
"05.10.2019","7.420,0","7.445,0","7.470,7","7.319,9","2,00K","-0,34%"
"04.10.2019","7.445,0","7.515,2","7.521,3","7.325,1","2,55K","-0,93%"
"03.10.2019","7.515,2","7.658,6","7.688,5","7.365,7","3,05K","-1,87%"
"02.10.2019","7.658,3","7.618,5","7.664,3","7.476,5","3,06K","0,52%"
"01.10.2019","7.618,5","7.619,5","7.819,6","7.530,6","4,19K","-0,01%"
"30.09.2019","7.619,0","7.369,7","7.665,0","7.064,6","6,48K","3,38%"
"29.09.2019","7.369,7","7.522,2","7.539,6","7.238,2","2,44K","-2,03%"
"28.09.2019","7.522,2","7.498,4","7.644,4","7.355,5","2,24K","0,32%"
"27.09.2019","7.498,4","7.382,2","7.580,1","7.195,6","5,45K","1,59%"
"26.09.2019","7.381,3","7.715,7","7.774,0","7.083,0","7,88K","-4,34%"
"25.09.2019","7.716,4","7.761,7","7.963,0","7.492,0","7,87K","-0,58%"
"24.09.2019","7.761,7","8.830,0","8.917,9","7.377,6","14,72K","-12,00%"
"23.09.2019","8.820,1","9.118,3","9.131,0","8.765,4","4,00K","-3,27%"
"22.09.2019","9.118,3","9.062,9","9.155,1","8.952,4","1,38K","0,58%"
"21.09.2019","9.065,3","9.230,9","9.233,9","9.018,7","1,58K","-1,79%"
"20.09.2019","9.230,9","9.306,3","9.329,9","9.165,0","2,36K","-0,81%"
"19.09.2019","9.306,0","9.222,4","9.360,0","8.750,1","5,35K","0,91%"
"18.09.2019","9.222,4","9.213,4","9.269,5","9.141,3","2,54K","0,10%"
"17.09.2019","9.213,4","9.328,7","9.328,7","9.204,6","2,56K","-1,24%"
"16.09.2019","9.328,7","9.314,1","9.391,5","9.167,2","3,36K","0,16%"
"15.09.2019","9.314,1","9.356,9","9.378,9","9.285,3","0,90K","-0,49%"
"14.09.2019","9.359,7","9.351,8","9.427,4","9.252,9","1,27K","0,08%"
"13.09.2019","9.351,8","9.440,4","9.445,0","9.198,0","3,00K","-0,81%"
"12.09.2019","9.427,7","9.232,7","9.455,0","9.133,9","3,88K","2,12%"
"11.09.2019","9.232,3","9.150,5","9.253,7","8.980,0","3,63K","0,89%"
"10.09.2019","9.150,5","9.348,2","9.421,2","9.000,8","3,43K","-2,13%"
"09.09.2019","9.349,3","9.456,6","9.549,9","9.143,1","3,82K","-1,13%"
"08.09.2019","9.456,6","9.498,4","9.600,0","9.300,1","1,88K","-0,44%"
"07.09.2019","9.498,4","9.344,7","9.578,9","9.343,9","1,64K","1,63%"
"06.09.2019","9.346,4","9.590,1","9.927,6","9.267,0","5,85K","-2,54%"
"05.09.2019","9.590,1","9.584,4","9.654,3","9.480,0","2,67K","0,06%"
"04.09.2019","9.584,4","9.690,8","9.818,5","9.423,3","4,91K","-1,04%"
"03.09.2019","9.685,1","9.477,2","9.824,0","9.365,2","5,97K","2,19%"
"02.09.2019","9.477,2","8.887,8","9.534,9","8.882,6","4,94K","6,63%"
"01.09.2019","8.887,8","8.755,0","8.950,0","8.700,1","1,61K","1,44%"
"31.08.2019","8.761,3","8.727,1","8.820,0","8.600,5","1,21K","0,40%"
"30.08.2019","8.726,4","8.589,7","8.826,2","8.473,2","3,33K","1,74%"
"29.08.2019","8.577,5","8.780,5","8.780,5","8.434,4","5,10K","-2,36%"
"28.08.2019","8.784,7","9.169,0","9.284,0","8.650,0","4,96K","-4,19%"
"27.08.2019","9.169,0","9.333,9","9.342,8","9.043,1","2,63K","-1,77%"
"26.08.2019","9.333,9","9.111,6","9.561,3","9.111,6","3,65K","2,52%"
"25.08.2019","9.104,8","9.109,8","9.290,0","8.910,0","2,03K","-0,05%"
"24.08.2019","9.109,8","9.338,1","9.362,2","8.900,0","2,42K","-2,44%"
"23.08.2019","9.338,0","9.123,8","9.415,0","9.065,4","3,13K","2,35%"
"22.08.2019","9.123,8","9.140,0","9.241,9","8.818,0","3,87K","-0,18%"
"21.08.2019","9.140,0","9.699,3","9.729,9","8.889,2","6,04K","-5,77%"
"20.08.2019","9.699,3","9.861,5","9.883,0","9.540,1","3,31K","-1,60%"
"19.08.2019","9.856,7","9.308,9","9.865,5","9.271,0","3,86K","5,84%"
"18.08.2019","9.312,9","9.211,4","9.470,9","9.090,8","1,64K","1,10%"
"17.08.2019","9.211,4","9.336,4","9.439,5","9.020,1","2,24K","-1,31%"
"16.08.2019","9.333,7","9.280,0","9.500,1","8.793,6","5,95K","0,58%"
"15.08.2019","9.280,0","8.997,0","9.415,0","8.524,1","9,66K","3,26%"
"14.08.2019","8.986,8","9.723,2","9.723,2","8.906,1","6,79K","-7,61%"
"13.08.2019","9.727,4","10.154,9","10.207,9","9.612,0","4,37K","-4,21%"
"12.08.2019","10.154,9","10.307,6","10.310,0","10.062,0","2,21K","-1,49%"
"11.08.2019","10.308,6","10.097,3","10.342,9","9.932,0","2,18K","2,09%"
"10.08.2019","10.097,3","10.589,2","10.681,9","10.045,0","3,43K","-4,66%"
"09.08.2019","10.590,5","10.711,3","10.761,6","10.411,0","3,96K","-1,19%"
"08.08.2019","10.718,3","10.670,0","10.763,9","10.260,5","4,11K","0,45%"
"07.08.2019","10.670,0","10.228,7","10.810,0","10.137,9","6,36K","4,31%"
"06.08.2019","10.229,1","10.478,7","10.987,4","10.013,1","7,16K","-2,38%"
"05.08.2019","10.478,7","9.870,4","10.650,0","9.870,4","7,06K","6,16%"
"04.08.2019","9.870,4","9.720,2","9.958,9","9.463,1","2,70K","1,54%"
"03.08.2019","9.720,3","9.472,6","9.813,3","9.457,5","2,34K","2,61%"
"02.08.2019","9.472,6","9.379,1","9.598,7","9.315,0","3,99K","1,00%"
"01.08.2019","9.379,1","9.107,7","9.443,9","8.935,7","4,26K","3,06%"
"31.07.2019","9.100,4","8.593,3","9.110,0","8.578,5","5,31K","5,90%"
"30.07.2019","8.593,3","8.521,5","8.727,3","8.418,1","3,99K","0,84%"
"29.07.2019","8.521,5","8.578,3","8.734,6","8.434,0","5,30K","-0,65%"
"28.07.2019","8.577,5","8.521,8","8.635,8","8.225,9","2,50K","0,82%"
"27.07.2019","8.508,0","8.846,2","9.165,0","8.401,0","4,92K","-3,83%"
"26.07.2019","8.846,5","8.878,0","8.890,0","8.675,5","3,86K","-0,27%"
"25.07.2019","8.870,1","8.780,0","9.146,7","8.753,4","3,81K","1,03%"
"24.07.2019","8.780,0","8.850,7","8.918,9","8.558,0","6,01K","-0,80%"
"23.07.2019","8.850,7","9.228,9","9.228,9","8.812,3","5,94K","-4,10%"
"22.07.2019","9.228,9","9.448,9","9.536,5","9.002,0","4,76K","-2,33%"
"21.07.2019","9.448,9","9.607,5","9.671,8","9.220,1","3,05K","-1,65%"
"20.07.2019","9.607,5","9.393,1","9.900,0","9.256,1","4,06K","2,26%"
"19.07.2019","9.395,2","9.445,0","9.569,4","9.040,0","5,76K","-0,53%"
"18.07.2019","9.445,0","8.644,4","9.583,7","8.301,2","9,54K","9,21%"
"17.07.2019","8.648,6","8.404,0","8.905,0","8.102,2","10,58K","2,91%"
"16.07.2019","8.404,0","9.639,1","9.808,7","8.351,6","11,25K","-12,91%"
"15.07.2019","9.650,0","9.456,1","9.848,3","8.801,0","8,43K","2,01%"
"14.07.2019","9.460,0","10.132,2","10.195,0","9.199,0","5,69K","-6,57%"
"13.07.2019","10.125,0","10.484,8","10.514,3","9.613,0","4,63K","-3,43%"
"12.07.2019","10.484,8","10.088,3","10.600,0","9.850,0","5,68K","3,90%"
"11.07.2019","10.091,4","10.760,1","10.760,1","9.800,0","11,62K","-6,21%"
"10.07.2019","10.760,1","11.221,3","11.732,1","10.304,1","13,11K","-4,11%"
"09.07.2019","11.221,3","10.975,0","11.460,7","10.835,8","10,04K","2,24%"
"08.07.2019","10.975,0","10.219,9","11.063,0","10.089,6","7,59K","7,36%"
"07.07.2019","10.222,4","10.017,8","10.337,6","9.856,5","3,76K","2,04%"
"06.07.2019","10.017,8","9.819,9","10.422,0","9.802,6","4,93K","2,23%"
"05.07.2019","9.798,8","9.883,2","10.203,2","9.593,2","7,33K","-1,02%"
"04.07.2019","9.900,0","10.608,8","10.670,0","9.837,7","8,21K","-6,69%"
"03.07.2019","10.609,8","9.589,0","10.643,1","9.589,0","12,63K","10,67%"
"02.07.2019","9.587,1","9.374,3","9.700,0","8.556,0","14,93K","2,27%"
"01.07.2019","9.374,3","9.452,5","9.874,5","8.816,1","12,17K","-0,83%"
"30.06.2019","9.452,5","10.441,4","10.720,0","9.385,0","7,91K","-9,51%"
"29.06.2019","10.445,4","10.876,9","10.877,3","9.950,1","7,19K","-3,97%"
"28.06.2019","10.876,9","9.801,4","10.939,9","9.470,6","12,18K","10,97%"
"27.06.2019","9.801,4","11.127,3","11.386,9","9.056,0","19,63K","-11,91%"
"26.06.2019","11.127,2","10.336,6","12.060,0","10.211,0","22,80K","7,60%"
"25.06.2019","10.340,8","9.668,9","10.378,6","9.653,2","11,17K","6,97%"
"24.06.2019","9.667,1","9.484,7","9.734,8","9.250,9","6,39K","1,92%"
"23.06.2019","9.484,7","9.363,9","9.862,3","9.190,5","5,86K","1,29%"
"22.06.2019","9.363,9","8.970,9","9.881,7","8.726,5","12,33K","4,32%"
"21.06.2019","8.976,4","8.440,0","8.979,6","8.440,0","8,54K","6,28%"
"20.06.2019","8.446,1","8.256,3","8.510,0","8.168,0","5,91K","2,27%"
"19.06.2019","8.258,3","8.109,4","8.289,0","8.061,9","4,09K","1,84%"
"18.06.2019","8.109,4","8.316,0","8.337,4","7.984,6","7,08K","-2,48%"
"17.06.2019","8.316,0","8.007,0","8.442,0","7.998,7","6,88K","3,86%"
"16.06.2019","8.007,0","7.902,3","8.380,2","7.836,5","8,65K","1,32%"
"15.06.2019","7.902,3","7.764,6","7.929,5","7.700,0","3,40K","1,76%"
"14.06.2019","7.765,5","7.311,6","7.797,0","7.270,0","4,27K","6,21%"
"13.06.2019","7.311,6","7.241,6","7.395,0","7.150,0","4,31K","0,97%"
"12.06.2019","7.241,6","6.993,0","7.310,0","6.920,0","5,85K","3,55%"
"11.06.2019","6.993,0","7.088,4","7.119,9","6.804,4","5,03K","-1,35%"
"10.06.2019","7.088,4","6.772,7","7.150,0","6.658,9","6,12K","4,66%"
"09.06.2019","6.772,7","7.015,3","7.035,8","6.667,0","2,95K","-3,46%"
"08.06.2019","7.015,3","7.070,1","7.120,0","6.892,1","2,78K","-0,78%"
"07.06.2019","7.070,1","6.917,7","7.178,0","6.884,0","5,81K","2,24%"
"06.06.2019","6.915,3","6.939,2","7.009,8","6.613,3","5,49K","-0,34%"
"05.06.2019","6.939,2","6.818,4","7.054,3","6.748,7","6,39K","1,66%"
"04.06.2019","6.825,9","7.219,9","7.220,0","6.617,1","10,51K","-5,66%"
"03.06.2019","7.235,8","7.828,0","7.833,4","7.194,4","6,92K","-7,59%"
"02.06.2019","7.829,9","7.665,8","7.911,9","7.660,1","2,30K","2,14%"
"01.06.2019","7.665,8","7.677,8","7.724,1","7.566,7","2,19K","-0,16%"
"31.05.2019","7.677,8","7.444,8","7.699,0","7.299,4","6,31K","3,11%"
"30.05.2019","7.446,5","7.781,1","8.140,0","7.221,0","10,94K","-4,30%"
"29.05.2019","7.781,1","7.808,6","7.869,9","7.565,6","5,47K","-0,37%"
"28.05.2019","7.809,7","7.844,9","7.882,3","7.642,0","5,26K","-0,45%"
"27.05.2019","7.844,9","7.804,5","7.990,1","7.739,2","7,26K","0,45%"
"26.05.2019","7.809,9","7.212,5","7.859,6","7.075,0","8,23K","8,28%"
"25.05.2019","7.212,5","7.138,3","7.285,1","7.103,6","2,55K","1,03%"
"24.05.2019","7.139,3","7.045,6","7.300,0","6.975,1","5,53K","1,33%"
"23.05.2019","7.045,6","6.844,2","7.148,6","6.727,8","6,60K","2,95%"
"22.05.2019","6.843,6","7.134,7","7.209,9","6.749,0","6,85K","-4,06%"
"21.05.2019","7.132,9","7.171,2","7.267,3","7.026,0","5,64K","-0,53%"
"20.05.2019","7.171,2","7.345,2","7.346,0","6.801,1","8,70K","-2,35%"
"19.05.2019","7.344,0","6.536,2","7.429,9","6.535,0","6,18K","12,36%"
"18.05.2019","6.536,2","6.598,6","6.738,1","6.499,3","4,13K","-0,98%"
"17.05.2019","6.600,8","7.050,9","7.099,1","6.077,2","14,65K","-6,38%"
"16.05.2019","7.050,4","7.312,0","7.456,0","6.877,3","9,17K","-3,58%"
"15.05.2019","7.312,0","7.125,2","7.389,0","6.993,0","7,12K","2,62%"
"14.05.2019","7.125,3","6.936,1","7.419,6","6.808,0","13,93K","2,77%"
"13.05.2019","6.933,0","6.199,6","7.246,9","6.112,5","13,75K","11,82%"
"12.05.2019","6.200,0","6.323,1","6.743,0","6.002,0","13,25K","-1,98%"
"11.05.2019","6.325,1","5.651,8","6.555,0","5.645,8","11,19K","11,91%"
"10.05.2019","5.651,8","5.480,4","5.722,3","5.440,1","7,46K","3,14%"
"09.05.2019","5.480,0","5.302,1","5.500,0","5.293,8","5,99K","3,35%"
"08.05.2019","5.302,3","5.137,9","5.338,3","5.075,0","4,41K","3,21%"
"07.05.2019","5.137,5","5.078,5","5.329,9","5.077,3","6,81K","1,16%"
"06.05.2019","5.078,5","5.112,3","5.133,2","4.983,2","4,27K","-0,66%"
"05.05.2019","5.112,3","5.150,4","5.173,4","5.031,9","2,15K","-0,74%"
"04.05.2019","5.150,4","5.048,1","5.205,0","4.926,0","4,21K","1,94%"
"03.05.2019","5.052,2","4.822,5","5.183,0","4.804,0","8,87K","4,73%"
"02.05.2019","4.824,0","4.755,9","4.849,9","4.736,8","3,87K","1,43%"
"01.05.2019","4.755,9","4.701,6","4.759,9","4.701,6","2,60K","1,15%"
"30.04.2019","4.701,6","4.605,3","4.716,6","4.586,3","4,44K","2,09%"
"29.04.2019","4.605,3","4.628,6","4.654,9","4.558,2","4,00K","-0,50%"
"28.04.2019","4.628,6","4.655,8","4.694,9","4.584,1","1,99K","-0,58%"
"27.04.2019","4.655,8","4.627,2","4.689,8","4.593,7","2,16K","0,62%"
"26.04.2019","4.627,3","4.620,6","4.749,7","4.527,1","7,05K","0,14%"
"25.04.2019","4.620,6","4.886,0","4.959,0","4.500,0","6,71K","-5,43%"
"24.04.2019","4.886,0","4.928,2","5.019,6","4.819,4","6,47K","-0,96%"
"23.04.2019","4.933,6","4.784,6","5.014,5","4.771,5","6,56K","3,11%"
"22.04.2019","4.784,6","4.716,1","4.835,9","4.680,6","2,88K","1,45%"
"21.04.2019","4.716,1","4.735,0","4.752,0","4.653,0","1,50K","-0,40%"
"20.04.2019","4.735,0","4.706,7","4.765,0","4.684,2","1,78K","0,60%"
"19.04.2019","4.706,7","4.699,9","4.764,2","4.630,1","2,69K","0,14%"
"18.04.2019","4.699,9","4.628,1","4.738,9","4.625,6","4,07K","1,55%"
"17.04.2019","4.628,1","4.613,0","4.667,3","4.594,7","3,36K","0,33%"
"16.04.2019","4.613,0","4.461,0","4.640,6","4.450,7","4,96K","3,41%"
"15.04.2019","4.461,0","4.567,0","4.588,7","4.382,8","4,93K","-2,32%"
"14.04.2019","4.567,0","4.500,3","4.587,8","4.452,7","1,87K","1,48%"
"13.04.2019","4.500,3","4.500,0","4.536,8","4.475,2","1,59K","0,01%"
"12.04.2019","4.500,0","4.488,0","4.529,4","4.380,0","4,34K","0,27%"
"11.04.2019","4.488,0","4.728,3","4.746,9","4.417,5","7,23K","-5,08%"
"10.04.2019","4.728,3","4.614,3","4.850,0","4.593,3","6,84K","2,47%"
"09.04.2019","4.614,3","4.692,5","4.702,9","4.581,1","5,09K","-1,67%"
"08.04.2019","4.692,5","4.636,6","4.765,1","4.562,2","6,80K","1,21%"
"07.04.2019","4.636,6","4.500,6","4.698,3","4.488,9","3,27K","3,02%"
"06.04.2019","4.500,6","4.490,5","4.675,0","4.390,0","4,67K","0,22%"
"05.04.2019","4.490,5","4.368,5","4.531,0","4.349,6","5,31K","2,76%"
"04.04.2019","4.369,7","4.423,9","4.508,9","4.244,1","7,81K","-1,25%"
"03.04.2019","4.425,1","4.374,2","4.771,4","4.295,8","13,24K","1,20%"
"02.04.2019","4.372,8","3.697,6","4.565,0","3.692,4","15,62K","18,26%"
"01.04.2019","3.697,5","3.646,2","3.704,7","3.610,3","4,82K","1,41%"
"31.03.2019","3.646,2","3.647,0","3.655,5","3.632,5","1,44K","-0,02%"
"30.03.2019","3.647,0","3.645,1","3.677,7","3.601,1","2,22K","0,05%"
"29.03.2019","3.645,1","3.572,0","3.650,0","3.560,5","4,56K","2,05%"
"28.03.2019","3.572,0","3.576,7","3.582,6","3.548,2","3,21K","-0,13%"
"27.03.2019","3.576,7","3.481,2","3.582,9","3.474,8","4,97K","2,74%"
"26.03.2019","3.481,2","3.458,2","3.484,8","3.442,2","3,58K","0,67%"
"25.03.2019","3.458,2","3.519,9","3.522,8","3.418,7","4,26K","-1,69%"
"24.03.2019","3.517,7","3.527,1","3.527,1","3.492,1","1,47K","-0,27%"
"23.03.2019","3.527,1","3.528,8","3.544,7","3.507,7","1,35K","-0,08%"
"22.03.2019","3.530,1","3.496,0","3.548,2","3.484,6","2,45K","0,97%"
"21.03.2019","3.496,1","3.531,3","3.565,4","3.451,7","3,78K","-1,00%"
"20.03.2019","3.531,3","3.524,6","3.540,2","3.497,1","3,94K","0,18%"
"19.03.2019","3.524,8","3.505,1","3.535,6","3.484,6","3,58K","0,56%"
"18.03.2019","3.505,1","3.501,7","3.543,8","3.466,7","3,78K","0,10%"
"17.03.2019","3.501,7","3.519,7","3.520,0","3.474,0","1,20K","-0,51%"
"16.03.2019","3.519,7","3.443,8","3.557,3","3.441,8","2,91K","2,20%"
"15.03.2019","3.443,8","3.409,0","3.452,5","3.402,6","3,60K","1,02%"
"14.03.2019","3.409,0","3.397,7","3.450,0","3.356,0","4,20K","0,33%"
"13.03.2019","3.397,7","3.425,3","3.430,1","3.390,0","3,98K","-0,81%"
"12.03.2019","3.425,3","3.422,4","3.451,9","3.380,1","3,98K","0,08%"
"11.03.2019","3.422,4","3.472,6","3.480,9","3.401,9","3,62K","-1,44%"
"10.03.2019","3.472,5","3.487,8","3.488,3","3.446,6","1,30K","-0,44%"
"09.03.2019","3.487,8","3.427,5","3.510,0","3.417,9","2,08K","1,76%"
"08.03.2019","3.427,5","3.443,9","3.485,0","3.351,8","3,70K","-0,48%"
"07.03.2019","3.443,9","3.402,8","3.463,5","3.387,0","4,16K","1,21%"
"06.03.2019","3.402,8","3.399,9","3.450,7","3.373,5","3,44K","0,09%"
"05.03.2019","3.399,9","3.269,6","3.427,7","3.261,1","4,74K","4,03%"
"04.03.2019","3.268,2","3.338,4","3.353,7","3.245,2","5,09K","-2,10%"
"03.03.2019","3.338,4","3.361,8","3.367,2","3.317,1","1,37K","-0,63%"
"02.03.2019","3.359,6","3.354,3","3.370,7","3.315,4","1,59K","0,15%"
"01.03.2019","3.354,6","3.340,7","3.381,4","3.336,8","3,31K","0,42%"
"28.02.2019","3.340,7","3.339,5","3.418,0","3.310,3","5,37K","0,04%"
"27.02.2019","3.339,5","3.334,0","3.363,0","3.225,2","5,32K","0,16%"
"26.02.2019","3.334,0","3.363,8","3.372,5","3.321,1","3,92K","-0,89%"
"25.02.2019","3.363,8","3.298,1","3.405,5","3.295,8","5,00K","1,96%"
"24.02.2019","3.299,1","3.629,1","3.690,0","3.290,0","8,83K","-9,09%"
"23.02.2019","3.629,1","3.479,1","3.665,0","3.454,0","5,08K","4,30%"
"22.02.2019","3.479,4","3.437,9","3.488,0","3.430,0","4,53K","1,21%"
"21.02.2019","3.437,9","3.478,5","3.516,3","3.415,6","3,92K","-1,17%"
"20.02.2019","3.478,5","3.436,0","3.492,9","3.415,6","3,96K","1,23%"
"19.02.2019","3.436,2","3.419,8","3.524,9","3.395,9","7,20K","0,48%"
"18.02.2019","3.419,7","3.213,4","3.461,6","3.209,9","8,77K","6,42%"
"17.02.2019","3.213,4","3.177,5","3.246,0","3.159,0","2,35K","1,13%"
"16.02.2019","3.177,5","3.167,3","3.199,7","3.163,7","1,86K","0,32%"
"15.02.2019","3.167,3","3.155,0","3.209,6","3.152,8","4,08K","0,39%"
