"Datum","Zuletzt","Eröffn.","Hoch","Tief","Vol.","+/- %"
"13.11.2020","13.797,3","13.810,0","13.810,0","13.759,3","5,05K","-0,09%"
"12.11.2020","13.810,0","13.323,9","13.810,0","13.316,7","8,62K","3,65%"
"11.11.2020","13.323,9","12.970,0","13.323,9","12.970,0","7,09K","2,73%"
"10.11.2020","12.970,0","12.952,3","12.992,0","12.941,9","4,21K","0,15%"
"09.11.2020","12.951,0","12.994,9","13.135,9","12.815,7","7,79K","-0,34%"
"08.11.2020","12.994,8","12.445,4","12.994,8","12.445,4","4,07K","4,41%"
"07.11.2020","12.445,4","13.158,0","13.158,0","12.445,4","7,18K","-5,39%"
"06.11.2020","13.155,1","13.190,3","13.305,3","13.074,7","9,08K","-0,23%"
"05.11.2020","13.185,1","12.065,0","13.185,1","12.065,0","12,47K","9,28%"
"04.11.2020","12.065,0","11.929,8","12.065,0","11.728,5","5,96K","1,19%"
"03.11.2020","11.922,7","11.656,6","11.922,7","11.539,3","5,66K","2,28%"
"02.11.2020","11.656,6","11.809,9","11.817,0","11.540,1","5,99K","-1,30%"
"01.11.2020","11.809,9","11.838,0","11.838,0","11.798,7","2,21K","-0,32%"
"31.10.2020","11.847,6","11.635,9","11.885,0","11.635,9","4,83K","1,81%"
"30.10.2020","11.637,2","11.524,8","11.637,2","11.413,4","5,53K","0,98%"
"29.10.2020","11.524,8","11.316,1","11.612,9","11.316,1","6,39K","1,84%"
"28.10.2020","11.316,1","11.585,1","11.630,7","11.150,8","8,43K","-2,34%"
"27.10.2020","11.586,9","11.069,9","11.586,9","11.069,9","7,49K","4,67%"
"26.10.2020","11.069,9","10.991,0","11.115,0","10.991,0","4,72K","0,72%"
"25.10.2020","10.991,0","11.025,0","11.049,4","10.991,0","3,31K","-0,31%"
"24.10.2020","11.025,0","10.876,2","11.025,0","10.876,2","1,97K","1,31%"
"23.10.2020","10.882,7","10.979,1","10.979,1","10.779,9","5,40K","-0,88%"
"22.10.2020","10.979,8","10.777,4","10.979,8","10.777,4","7,38K","1,85%"
"21.10.2020","10.780,1","10.076,8","10.780,1","10.076,8","9,92K","6,98%"
"20.10.2020","10.076,8","9.979,6","10.076,8","9.979,6","5,40K","0,97%"
"19.10.2020","9.979,6","9.827,6","9.979,6","9.782,0","4,80K","1,55%"
"18.10.2020","9.827,6","9.700,2","9.827,6","9.700,2","2,45K","1,31%"
"17.10.2020","9.700,2","9.672,6","9.700,2","9.672,6","1,08K","0,29%"
"16.10.2020","9.672,6","9.827,6","9.827,6","9.672,6","4,02K","-1,59%"
"15.10.2020","9.829,1","9.741,8","9.829,1","9.738,5","4,96K","0,90%"
"14.10.2020","9.741,8","9.736,5","9.761,6","9.710,0","3,69K","0,05%"
"13.10.2020","9.736,5","9.757,7","9.758,1","9.736,5","4,02K","-0,22%"
"12.10.2020","9.757,7","9.631,4","9.768,7","9.631,4","5,19K","1,31%"
"11.10.2020","9.631,4","9.520,2","9.631,4","9.520,2","2,27K","1,17%"
"10.10.2020","9.520,2","9.346,8","9.569,8","9.346,8","3,06K","1,84%"
"09.10.2020","9.347,8","9.285,2","9.347,8","9.230,0","4,18K","0,67%"
"08.10.2020","9.285,2","9.065,9","9.285,2","9.018,4","4,56K","2,42%"
"07.10.2020","9.065,9","9.034,0","9.065,9","9.029,9","2,46K","0,35%"
"06.10.2020","9.034,0","9.147,9","9.147,9","9.026,3","4,57K","-1,25%"
"05.10.2020","9.147,9","9.108,4","9.147,9","9.088,1","4,50K","0,43%"
"04.10.2020","9.108,4","9.030,5","9.108,4","9.024,5","1,61K","0,88%"
"03.10.2020","9.029,3","9.039,3","9.039,3","8.999,8","1,85K","-0,10%"
"02.10.2020","9.038,3","9.048,9","9.048,9","9.017,8","4,33K","-0,12%"
"01.10.2020","9.049,2","9.189,9","9.296,4","9.049,2","6,21K","-1,53%"
"30.09.2020","9.189,9","9.240,0","9.240,0","9.149,1","2,91K","-0,53%"
"29.09.2020","9.238,9","9.165,1","9.238,9","9.165,1","4,48K","0,81%"
"28.09.2020","9.165,1","9.262,9","9.351,1","9.165,1","4,65K","-1,06%"
"27.09.2020","9.262,9","9.228,9","9.262,9","9.228,9","1,45K","0,37%"
"26.09.2020","9.228,9","9.195,2","9.228,9","9.191,1","1,79K","0,37%"
"25.09.2020","9.195,2","9.188,8","9.195,2","9.162,2","4,53K","0,07%"
"24.09.2020","9.188,8","8.788,7","9.188,8","8.788,7","4,90K","4,55%"
"23.09.2020","8.788,7","9.006,9","9.006,9","8.784,5","4,88K","-2,42%"
"22.09.2020","9.006,9","8.866,6","9.006,9","8.866,6","4,13K","1,54%"
"21.09.2020","8.870,0","9.232,8","9.258,7","8.870,0","6,15K","-3,93%"
"20.09.2020","9.232,8","9.369,8","9.369,8","9.232,8","2,32K","-1,46%"
"19.09.2020","9.369,8","9.241,6","9.369,8","9.241,6","2,03K","1,39%"
"18.09.2020","9.241,6","9.248,1","9.269,4","9.241,6","4,49K","-0,07%"
"17.09.2020","9.248,1","9.290,2","9.290,2","9.230,9","5,52K","-0,41%"
"16.09.2020","9.286,2","9.118,8","9.325,7","9.118,8","6,48K","1,83%"
"15.09.2020","9.118,9","9.008,1","9.163,5","9.008,1","6,00K","1,23%"
"14.09.2020","9.008,1","8.737,8","9.008,1","8.737,8","5,30K","3,10%"
"13.09.2020","8.737,5","8.827,9","8.923,8","8.737,5","2,79K","-1,03%"
"12.09.2020","8.828,0","8.795,3","8.828,0","8.754,4","2,21K","0,37%"
"11.09.2020","8.795,3","8.765,4","8.795,3","8.700,3","4,44K","0,28%"
"10.09.2020","8.770,4","8.678,0","8.772,0","8.678,0","5,10K","1,06%"
"09.09.2020","8.678,0","8.622,6","8.712,9","8.622,6","5,22K","0,69%"
"08.09.2020","8.618,5","8.789,8","8.789,8","8.478,4","7,84K","-1,95%"
"07.09.2020","8.789,9","8.676,8","8.789,9","8.423,1","6,07K","1,30%"
"06.09.2020","8.676,8","8.596,6","8.676,8","8.596,6","2,29K","0,93%"
"05.09.2020","8.596,6","8.857,1","8.857,1","8.534,0","6,06K","-2,94%"
"04.09.2020","8.857,0","8.616,7","8.857,0","8.616,7","10,79K","2,70%"
"03.09.2020","8.624,0","9.639,1","9.679,3","8.624,0","12,11K","-10,53%"
"02.09.2020","9.639,2","10.003,8","10.007,1","9.574,7","8,73K","-3,65%"
"01.09.2020","10.003,9","9.779,4","10.003,9","9.779,4","6,49K","2,28%"
"31.08.2020","9.780,5","9.831,9","9.831,9","9.780,5","4,24K","-0,52%"
"30.08.2020","9.831,9","9.665,4","9.831,9","9.665,4","2,38K","1,72%"
"29.08.2020","9.666,0","9.698,9","9.701,2","9.666,0","2,09K","-0,33%"
"28.08.2020","9.698,3","9.598,9","9.704,7","9.598,5","4,46K","1,04%"
"27.08.2020","9.598,9","9.692,6","9.692,6","9.598,9","5,60K","-0,92%"
"26.08.2020","9.688,0","9.590,2","9.711,0","9.590,2","4,66K","1,02%"
"25.08.2020","9.590,2","9.982,2","9.982,2","9.549,0","7,30K","-3,95%"
"24.08.2020","9.984,8","9.894,3","9.992,4","9.894,3","3,41K","0,91%"
"23.08.2020","9.894,3","9.910,7","9.910,7","9.831,1","1,54K","-0,17%"
"22.08.2020","9.910,7","9.794,4","9.921,2","9.724,0","2,53K","1,19%"
"21.08.2020","9.793,9","10.008,0","10.008,0","9.793,9","4,96K","-2,14%"
"20.08.2020","10.008,0","9.937,5","10.045,5","9.935,3","3,70K","0,71%"
"19.08.2020","9.937,5","10.030,9","10.030,9","9.927,1","6,74K","-0,93%"
"18.08.2020","10.030,8","10.363,7","10.401,2","10.030,8","7,69K","-3,21%"
"17.08.2020","10.363,9","10.061,9","10.363,9","9.985,1","7,93K","3,00%"
"16.08.2020","10.061,9","10.023,5","10.061,9","9.981,3","1,95K","0,38%"
"15.08.2020","10.023,5","9.962,7","10.023,5","9.962,7","3,01K","0,61%"
"14.08.2020","9.962,6","9.969,9","9.971,1","9.962,6","4,80K","-0,07%"
"13.08.2020","9.969,9","9.826,9","9.969,9","9.661,1","6,46K","1,45%"
"12.08.2020","9.827,0","9.716,5","9.827,0","9.629,8","4,86K","1,15%"
"11.08.2020","9.714,8","10.134,4","10.134,4","9.714,8","7,91K","-4,14%"
"10.08.2020","10.134,5","9.928,4","10.134,8","9.928,4","8,14K","2,08%"
"09.08.2020","9.928,2","9.982,3","9.982,3","9.897,5","2,65K","-0,55%"
"08.08.2020","9.983,4","9.865,1","9.983,4","9.859,1","2,10K","1,20%"
"07.08.2020","9.865,1","9.925,7","10.043,5","9.865,1","7,73K","-0,61%"
"06.08.2020","9.925,8","9.907,4","9.958,6","9.907,4","7,21K","0,19%"
"05.08.2020","9.907,3","9.491,7","9.907,3","9.491,7","7,36K","4,39%"
"04.08.2020","9.491,1","9.569,4","9.592,3","9.491,1","4,64K","-0,82%"
"03.08.2020","9.569,4","9.402,1","9.569,4","9.402,1","4,77K","1,83%"
"02.08.2020","9.397,3","10.037,6","10.037,6","9.397,3","9,62K","-6,38%"
"01.08.2020","10.037,9","9.636,5","10.037,9","9.636,5","8,59K","4,17%"
"31.07.2020","9.636,5","9.368,0","9.642,2","9.368,0","5,96K","2,87%"
"30.07.2020","9.368,0","9.443,2","9.443,2","9.331,3","5,42K","-0,80%"
"29.07.2020","9.443,2","9.328,4","9.565,4","9.328,4","7,47K","1,23%"
"28.07.2020","9.328,8","9.387,6","9.387,6","9.144,1","10,02K","-0,63%"
"27.07.2020","9.387,6","8.522,9","9.387,6","8.522,9","17,41K","10,14%"
"26.07.2020","8.523,0","8.335,7","8.523,0","8.313,1","5,58K","2,25%"
"25.07.2020","8.335,8","8.209,6","8.335,8","8.209,6","1,98K","1,52%"
"24.07.2020","8.210,8","8.298,1","8.298,1","8.210,8","4,23K","-1,05%"
"23.07.2020","8.298,2","8.233,2","8.298,2","8.233,2","5,70K","0,79%"
"22.07.2020","8.233,2","8.159,9","8.248,2","8.118,2","5,18K","0,90%"
"21.07.2020","8.159,9","8.015,0","8.172,0","8.015,0","5,45K","1,81%"
"20.07.2020","8.015,1","8.060,3","8.060,3","8.015,1","3,70K","-0,56%"
"19.07.2020","8.060,3","8.045,0","8.060,3","7.999,8","1,20K","0,18%"
"18.07.2020","8.045,6","8.022,5","8.045,6","8.016,0","1,65K","0,29%"
"17.07.2020","8.022,3","8.014,7","8.022,3","7.990,0","2,72K","0,09%"
"16.07.2020","8.014,8","8.059,6","8.072,5","8.014,8","5,47K","-0,56%"
"15.07.2020","8.059,6","8.122,1","8.122,1","8.059,6","4,25K","-0,77%"
"14.07.2020","8.122,1","8.152,0","8.152,0","8.096,2","4,23K","-0,37%"
"13.07.2020","8.152,0","8.235,2","8.235,2","8.152,0","4,17K","-1,01%"
"12.07.2020","8.235,2","8.189,6","8.235,2","8.167,9","1,32K","0,56%"
"11.07.2020","8.189,6","8.181,0","8.220,5","8.179,7","1,10K","-0,48%"
"10.07.2020","8.228,7","8.196,9","8.228,7","8.181,0","4,03K","0,39%"
"09.07.2020","8.197,0","8.339,8","8.339,8","8.189,4","5,38K","-1,71%"
"08.07.2020","8.339,8","8.222,9","8.339,8","8.222,9","5,49K","1,42%"
"07.07.2020","8.222,9","8.259,5","8.259,5","8.212,7","2,71K","-0,44%"
"06.07.2020","8.259,5","8.083,3","8.259,5","8.056,2","4,02K","2,10%"
"05.07.2020","8.089,8","8.124,0","8.133,2","8.016,1","1,46K","-0,42%"
"04.07.2020","8.123,9","8.072,5","8.170,0","8.055,9","1,69K","0,71%"
"03.07.2020","8.066,3","8.103,2","8.142,1","8.061,0","2,56K","-0,46%"
"02.07.2020","8.103,2","8.216,8","8.236,8","7.984,3","4,86K","-1,32%"
"01.07.2020","8.211,8","8.139,4","8.269,9","8.100,0","2,97K","0,89%"
"30.06.2020","8.139,5","8.162,5","8.198,9","8.100,0","2,90K","-0,28%"
"29.06.2020","8.162,5","8.126,6","8.211,0","8.021,3","3,67K","0,35%"
"28.06.2020","8.134,1","8.048,8","8.189,9","7.994,3","2,40K","1,05%"
"27.06.2020","8.049,9","8.166,6","8.200,0","7.929,2","2,31K","-1,43%"
"26.06.2020","8.166,6","8.246,3","8.283,4","8.081,0","4,03K","-0,97%"
"25.06.2020","8.246,3","8.265,9","8.326,9","8.013,4","5,31K","-0,29%"
"24.06.2020","8.270,3","8.509,9","8.550,0","8.181,2","5,50K","-2,82%"
"23.06.2020","8.509,9","8.586,4","8.618,8","8.490,3","4,00K","-0,89%"
"22.06.2020","8.586,4","8.310,4","8.669,9","8.300,8","4,41K","3,32%"
"21.06.2020","8.310,4","8.366,4","8.404,6","8.300,7","1,11K","-0,67%"
"20.06.2020","8.366,4","8.325,0","8.385,0","8.226,0","1,51K","0,50%"
"19.06.2020","8.325,1","8.378,1","8.404,0","8.252,5","3,76K","-0,64%"
"18.06.2020","8.378,7","8.420,1","8.430,0","8.290,8","3,35K","-0,50%"
"17.06.2020","8.420,6","8.452,6","8.500,0","8.218,7","4,98K","-0,38%"
"16.06.2020","8.452,6","8.314,7","8.495,5","8.279,9","3,75K","1,67%"
"15.06.2020","8.313,6","8.293,8","8.397,8","7.929,1","9,94K","0,25%"
"14.06.2020","8.293,0","8.409,9","8.413,0","8.227,2","1,61K","-1,39%"
"13.06.2020","8.410,0","8.413,6","8.424,9","8.310,0","1,64K","-0,04%"
"12.06.2020","8.413,0","8.218,5","8.463,9","8.185,5","5,94K","2,33%"
"11.06.2020","8.221,6","8.705,0","8.749,9","8.034,1","9,80K","-5,58%"
"10.06.2020","8.707,9","8.629,5","8.763,0","8.562,0","5,04K","0,91%"
"09.06.2020","8.629,5","8.645,0","8.700,0","8.465,3","5,11K","-0,14%"
"08.06.2020","8.641,9","8.623,6","8.665,9","8.541,1","4,72K","0,21%"
"07.06.2020","8.623,6","8.570,0","8.666,0","8.357,0","4,51K","0,63%"
"06.06.2020","8.570,0","8.543,0","8.635,7","8.472,8","2,29K","0,29%"
"05.06.2020","8.545,1","8.641,5","8.690,0","8.525,0","4,85K","-1,12%"
"04.06.2020","8.641,5","8.601,1","8.700,0","8.475,0","6,17K","0,47%"
"03.06.2020","8.601,0","8.528,5","8.618,7","8.405,2","5,66K","0,85%"
"02.06.2020","8.528,5","9.100,1","9.122,3","8.335,6","11,48K","-6,28%"
"01.06.2020","9.100,1","8.527,2","9.217,9","8.488,0","5,68K","6,96%"
"31.05.2020","8.508,2","8.710,0","8.710,0","8.467,1","2,76K","-2,32%"
"30.05.2020","8.710,0","8.497,4","8.745,8","8.418,4","2,66K","2,50%"
"29.05.2020","8.497,4","8.637,1","8.652,0","8.392,0","4,11K","-1,58%"
"28.05.2020","8.633,7","8.364,9","8.669,9","8.290,7","6,04K","3,22%"
"27.05.2020","8.364,0","8.062,1","8.410,9","8.058,5","5,43K","3,74%"
"26.05.2020","8.062,2","8.163,3","8.249,9","7.945,4","4,83K","-1,24%"
"25.05.2020","8.163,3","8.008,0","8.240,0","7.941,6","6,26K","1,84%"
"24.05.2020","8.015,9","8.422,1","8.530,5","8.000,2","4,88K","-4,82%"
"23.05.2020","8.422,1","8.413,7","8.538,5","8.355,1","2,18K","0,10%"
"22.05.2020","8.413,6","8.282,0","8.513,8","8.182,5","6,29K","1,59%"
"21.05.2020","8.282,0","8.671,0","8.728,5","8.045,0","11,03K","-4,49%"
"20.05.2020","8.671,0","8.953,2","8.982,1","8.545,0","7,55K","-3,12%"
"19.05.2020","8.949,9","8.912,0","9.010,0","8.700,0","7,42K","0,46%"
"18.05.2020","8.908,5","8.927,0","9.145,0","8.770,0","7,85K","-0,21%"
"17.05.2020","8.927,0","8.687,2","9.097,9","8.636,2","6,83K","2,76%"
"16.05.2020","8.687,2","8.610,1","8.846,7","8.527,5","2,81K","0,88%"
"15.05.2020","8.611,1","9.056,9","9.095,9","8.470,4","8,91K","-4,91%"
"14.05.2020","9.055,4","8.610,2","9.193,7","8.500,0","14,12K","5,04%"
"13.05.2020","8.621,3","8.137,7","8.714,6","8.131,8","8,03K","5,87%"
"12.05.2020","8.143,4","7.937,6","8.287,0","7.911,9","6,22K","2,65%"
"11.05.2020","7.933,3","8.064,7","8.496,9","7.609,2","17,63K","-1,73%"
"10.05.2020","8.072,8","8.819,4","8.833,3","7.500,1","16,79K","-8,47%"
"09.05.2020","8.819,4","9.056,8","9.149,2","8.793,9","6,67K","-2,66%"
"08.05.2020","9.060,1","9.220,7","9.255,7","8.985,0","8,76K","-1,74%"
"07.05.2020","9.220,6","8.502,3","9.273,9","8.387,3","16,62K","8,49%"
"06.05.2020","8.498,8","8.334,1","8.718,4","8.232,3","3,89K","1,94%"
"05.05.2020","8.337,4","8.148,7","8.384,9","8.088,3","7,39K","2,32%"
"04.05.2020","8.148,7","8.129,6","8.220,0","7.811,6","7,83K","0,23%"
"03.05.2020","8.129,6","8.182,2","8.370,0","7.975,0","5,99K","-0,60%"
"02.05.2020","8.178,4","8.034,3","8.201,3","7.984,0","3,73K","1,84%"
"01.05.2020","8.030,3","7.903,9","8.284,5","7.890,9","6,83K","1,60%"
"30.04.2020","7.903,9","8.077,6","8.732,1","7.705,2","18,49K","-2,15%"
"29.04.2020","8.077,6","7.178,0","8.262,6","7.130,2","20,84K","12,50%"
"28.04.2020","7.180,2","7.202,9","7.206,5","7.103,1","4,55K","-0,32%"
"27.04.2020","7.202,9","7.121,9","7.209,7","7.047,7","6,11K","1,16%"
"26.04.2020","7.120,0","6.987,5","7.129,9","6.963,3","4,50K","1,90%"
"25.04.2020","6.987,5","6.938,0","7.112,6","6.889,3","0,56K","0,71%"
"24.04.2020","6.938,0","6.939,6","7.078,0","6.858,8","6,47K","0,04%"
"23.04.2020","6.935,0","6.587,2","7.138,7","6.501,6","9,35K","5,24%"
"22.04.2020","6.590,0","6.319,3","6.620,0","6.300,0","6,85K","4,28%"
"21.04.2020","6.319,3","6.305,7","6.421,5","6.276,2","6,27K","0,22%"
"20.04.2020","6.305,7","6.567,6","6.650,0","6.242,7","7,64K","-3,99%"
"19.04.2020","6.567,6","6.684,2","6.699,7","6.507,9","2,61K","-1,74%"
"18.04.2020","6.684,2","6.476,0","6.720,0","6.470,1","3,38K","3,22%"
"17.04.2020","6.475,7","6.547,8","6.597,8","6.449,8","4,81K","-1,12%"
"16.04.2020","6.549,2","6.087,9","6.629,1","5.951,6","11,98K","7,58%"
"15.04.2020","6.087,9","6.265,6","6.330,1","6.064,0","6,19K","-2,84%"
"14.04.2020","6.265,6","6.278,8","6.378,3","6.209,2","5,04K","-0,23%"
"13.04.2020","6.280,2","6.326,4","6.330,3","6.052,9","6,77K","-0,72%"
"12.04.2020","6.326,0","6.311,2","6.600,0","6.222,6","4,99K","0,23%"
"11.04.2020","6.311,2","6.291,2","6.366,2","6.201,0","2,46K","0,32%"
"10.04.2020","6.291,2","6.688,5","6.694,8","6.173,9","8,76K","-5,93%"
"09.04.2020","6.687,7","6.784,9","6.790,0","6.561,0","1,90K","-1,45%"
"08.04.2020","6.785,9","6.607,8","6.830,0","6.574,7","6,72K","2,64%"
"07.04.2020","6.611,6","6.795,5","6.913,5","6.500,1","10,17K","-2,75%"
"06.04.2020","6.798,8","6.282,1","6.809,7","6.275,8","9,66K","8,28%"
"05.04.2020","6.279,1","6.365,0","6.403,0","6.205,0","1,21K","-1,35%"
"04.04.2020","6.365,0","6.247,5","6.475,4","6.184,9","4,25K","1,88%"
"03.04.2020","6.247,5","6.265,5","6.522,2","6.133,1","7,91K","-0,29%"
"02.04.2020","6.265,5","6.076,9","6.626,8","6.015,6","13,37K","3,10%"
"01.04.2020","6.077,0","5.835,8","6.117,7","5.646,2","3,60K","4,14%"
"31.03.2020","5.835,5","5.804,6","5.953,3","5.797,7","1,93K","0,53%"
"30.03.2020","5.804,5","5.284,4","5.985,1","5.272,3","4,68K","9,84%"
"29.03.2020","5.284,4","5.626,8","5.650,0","5.282,0","5,51K","-6,14%"
"28.03.2020","5.629,9","5.748,8","5.748,8","5.439,1","8,74K","-2,07%"
"27.03.2020","5.748,8","6.127,9","6.227,9","5.679,5","7,00K","-6,19%"
"26.03.2020","6.127,9","6.161,9","6.245,0","5.990,0","8,45K","-0,67%"
"25.03.2020","6.169,1","6.273,8","6.459,6","6.013,2","5,02K","-1,67%"
"24.03.2020","6.273,7","6.041,9","6.353,0","5.935,6","12,20K","3,74%"
"23.03.2020","6.047,8","5.465,8","6.183,0","5.350,3","12,02K","10,48%"
"22.03.2020","5.474,3","5.834,8","6.024,5","5.406,6","6,88K","-6,18%"
"21.03.2020","5.834,8","5.823,9","6.067,3","5.503,2","6,15K","0,20%"
"20.03.2020","5.823,3","5.830,1","6.494,3","5.336,9","25,44K","-0,12%"
"19.03.2020","5.830,2","4.953,0","6.044,9","4.847,1","20,17K","17,75%"
"18.03.2020","4.951,4","4.867,0","4.983,1","4.628,4","13,25K","1,61%"
"17.03.2020","4.872,8","4.519,9","5.077,5","4.437,6","15,16K","7,83%"
"16.03.2020","4.519,0","4.817,7","4.839,4","4.000,7","9,55K","-6,19%"
"15.03.2020","4.817,1","4.683,9","5.365,6","4.625,0","9,48K","2,89%"
"14.03.2020","4.681,8","5.107,2","5.136,0","4.577,9","7,54K","-8,31%"
"13.03.2020","5.106,0","4.365,2","5.422,2","3.551,1","34,12K","16,23%"
"12.03.2020","4.393,0","7.046,5","7.071,0","4.214,2","35,43K","-37,66%"
"11.03.2020","7.046,5","6.979,0","7.090,0","6.721,5","6,43K","0,99%"
"10.03.2020","6.977,5","6.955,7","7.181,7","6.825,0","7,61K","0,32%"
"09.03.2020","6.955,0","7.075,9","7.200,0","6.675,0","9,70K","-1,71%"
"08.03.2020","7.075,9","7.896,9","7.896,9","7.033,0","4,64K","-10,40%"
"07.03.2020","7.897,1","8.118,3","8.162,9","7.852,5","1,91K","-2,74%"
"06.03.2020","8.119,8","8.082,9","8.151,5","7.995,1","1,60K","0,46%"
"05.03.2020","8.082,3","7.869,6","8.189,9","7.869,6","4,32K","2,66%"
"04.03.2020","7.872,7","7.849,5","7.939,9","7.805,6","3,20K","0,30%"
"03.03.2020","7.849,5","8.005,7","8.025,0","7.770,1","4,23K","-1,95%"
"02.03.2020","8.005,7","7.723,3","8.068,3","7.690,3","3,99K","3,57%"
"01.03.2020","7.729,4","7.736,9","7.937,0","7.622,3","2,05K","-0,10%"
"29.02.2020","7.736,9","7.893,1","7.987,8","7.735,6","1,71K","-1,98%"
"28.02.2020","7.893,1","8.011,0","8.099,5","7.681,6","5,75K","-1,46%"
"27.02.2020","8.010,0","8.073,7","8.183,0","7.839,1","3,69K","-0,79%"
"26.02.2020","8.073,7","8.555,7","8.613,3","7.942,5","9,30K","-5,63%"
"25.02.2020","8.555,6","8.915,0","8.931,3","8.505,0","4,85K","-4,03%"
"24.02.2020","8.915,2","9.199,3","9.243,1","8.734,5","4,14K","-3,16%"
"23.02.2020","9.206,1","8.929,5","9.233,0","8.923,1","1,96K","3,10%"
"22.02.2020","8.929,5","8.945,2","8.959,4","8.829,8","1,19K","-0,18%"
"21.02.2020","8.945,2","8.918,9","9.050,0","8.851,1","2,66K","0,30%"
"20.02.2020","8.918,2","8.896,2","8.987,3","8.753,0","3,21K","0,27%"
"19.02.2020","8.894,4","9.432,3","9.549,1","8.680,0","5,02K","-5,70%"
"18.02.2020","9.432,3","8.956,4","9.512,0","8.912,1","6,27K","5,31%"
"17.02.2020","8.956,4","9.167,4","9.195,0","8.740,4","6,24K","-2,32%"
"16.02.2020","9.169,1","9.164,2","9.291,6","8.916,0","2,70K","0,05%"
