"Datum","Zuletzt","Eröffn.","Hoch","Tief","Vol.","+/- %"
"15.02.2020","9.164,2","9.571,4","9.589,9","9.083,6","4,08K","-4,25%"
"14.02.2020","9.571,4","9.451,3","9.589,9","9.334,2","3,92K","1,26%"
"13.02.2020","9.452,4","9.528,6","9.677,1","9.290,5","5,02K","-0,78%"
"12.02.2020","9.526,5","9.401,8","9.598,7","9.388,5","4,48K","1,33%"
"11.02.2020","9.401,8","9.026,9","9.489,6","8.892,8","6,11K","4,12%"
"10.02.2020","9.029,8","9.288,1","9.309,9","8.921,6","5,23K","-2,78%"
"09.02.2020","9.288,1","9.058,4","9.291,6","9.035,3","3,57K","2,54%"
"08.02.2020","9.058,4","8.962,2","9.086,6","8.832,3","2,60K","0,98%"
"07.02.2020","8.970,7","8.882,3","9.012,6","8.860,0","3,31K","1,00%"
"06.02.2020","8.882,3","8.729,9","8.956,0","8.660,1","4,93K","1,75%"
"05.02.2020","8.729,9","8.307,7","8.858,5","8.295,7","5,45K","5,08%"
"04.02.2020","8.307,9","8.402,5","8.449,6","8.225,0","3,46K","-1,17%"
"03.02.2020","8.406,2","8.411,0","8.650,0","8.351,0","3,40K","-0,06%"
"02.02.2020","8.411,0","8.459,3","8.529,7","8.250,6","2,31K","-0,57%"
"01.02.2020","8.459,3","8.413,4","8.525,0","8.380,0","1,41K","0,54%"
"31.01.2020","8.414,0","8.610,4","8.624,4","8.326,8","4,05K","-2,27%"
"30.01.2020","8.609,4","8.429,8","8.671,8","8.345,0","5,11K","2,13%"
"29.01.2020","8.430,0","8.520,0","8.563,6","8.381,6","4,43K","-0,94%"
"28.01.2020","8.509,6","8.064,3","8.530,0","8.063,4","6,86K","5,55%"
"27.01.2020","8.062,1","7.798,3","8.137,5","7.765,8","4,88K","3,40%"
"26.01.2020","7.796,7","7.566,3","7.799,0","7.527,0","2,12K","3,04%"
"25.01.2020","7.566,9","7.642,0","7.652,8","7.501,1","1,71K","-0,98%"
"24.01.2020","7.642,0","7.595,8","7.723,0","7.461,0","4,09K","0,60%"
"23.01.2020","7.596,2","7.810,0","7.814,0","7.484,0","4,61K","-2,74%"
"22.01.2020","7.810,0","7.870,1","7.935,0","7.741,5","2,21K","-0,76%"
"21.01.2020","7.870,1","7.791,1","7.913,5","7.653,1","3,81K","1,01%"
"20.01.2020","7.791,1","7.848,0","7.880,1","7.680,9","4,18K","-0,73%"
"19.01.2020","7.848,0","8.029,9","8.267,3","7.664,7","6,37K","-2,27%"
"18.01.2020","8.029,9","8.020,4","8.086,0","7.950,0","2,02K","0,12%"
"17.01.2020","8.020,4","7.824,7","8.100,5","7.785,5","6,11K","2,45%"
"16.01.2020","7.828,7","7.912,3","7.939,6","7.712,3","3,98K","-1,04%"
"15.01.2020","7.911,0","7.916,1","7.982,6","7.700,0","6,73K","-0,22%"
"14.01.2020","7.928,5","7.290,0","7.979,9","7.290,0","9,53K","8,76%"
"13.01.2020","7.290,0","7.347,9","7.360,0","7.237,6","3,24K","-0,79%"
"12.01.2020","7.347,9","7.216,8","7.348,0","7.165,0","1,29K","1,82%"
"11.01.2020","7.216,8","7.361,0","7.438,5","7.203,0","2,90K","-1,96%"
"10.01.2020","7.361,0","7.038,5","7.361,0","6.931,5","5,61K","4,58%"
"09.01.2020","7.038,5","7.248,3","7.248,9","6.980,5","4,46K","-2,87%"
"08.01.2020","7.246,6","7.317,6","7.587,7","7.081,0","9,41K","-1,03%"
"07.01.2020","7.321,9","6.940,0","7.365,1","6.937,2","7,60K","5,50%"
"06.01.2020","6.940,0","6.588,0","6.962,9","6.580,0","4,07K","5,34%"
"05.01.2020","6.588,0","6.589,4","6.711,1","6.559,2","1,94K","-0,02%"
"04.01.2020","6.589,4","6.569,8","6.622,9","6.522,5","1,48K","0,30%"
"03.01.2020","6.569,8","6.219,2","6.627,5","6.143,0","5,07K","5,64%"
"02.01.2020","6.219,2","6.401,1","6.406,4","6.201,1","3,17K","-2,81%"
"01.01.2020","6.399,0","6.397,4","6.465,0","6.380,0","1,38K","0,03%"
