"Datum","Zuletzt","Eröffn.","Hoch","Tief","Vol.","+/- %"
"14.02.2023","20.682,4","20.294,3","20.737,8","20.108,6","1,42K","1,91%"
"13.02.2023","20.294,3","20.407,0","20.507,6","19.954,2","1,36K","-0,55%"
"12.02.2023","20.405,8","20.501,5","20.702,6","20.270,0","0,61K","-0,47%"
"11.02.2023","20.501,8","20.270,6","20.528,8","20.244,0","0,45K","1,14%"
"10.02.2023","20.270,6","20.296,1","20.473,0","20.129,6","1,04K","-0,13%"
"09.02.2023","20.296,1","21.434,4","21.466,7","20.208,6","1,48K","-5,31%"
"08.02.2023","21.435,0","21.672,6","21.823,0","21.157,5","0,87K","-1,10%"
"07.02.2023","21.673,5","21.223,5","21.708,2","21.204,2","1,13K","2,14%"
"06.02.2023","21.219,5","21.258,0","21.568,3","20.974,8","1,00K","-0,18%"
"05.02.2023","21.258,0","21.594,5","21.691,7","21.112,0","0,81K","-1,56%"
"04.02.2023","21.594,5","21.712,3","21.840,0","21.551,1","0,66K","-0,54%"
"03.02.2023","21.712,3","21.536,3","21.861,5","21.380,7","1,29K","0,77%"
"02.02.2023","21.546,6","21.542,3","22.100,0","21.452,6","1,80K","0,02%"
"01.02.2023","21.542,3","21.296,5","21.671,4","20.912,7","1,41K","1,15%"
"31.01.2023","21.296,5","21.044,1","21.438,7","20.933,2","1,38K","1,20%"
"30.01.2023","21.044,1","21.856,5","21.889,5","20.736,9","1,63K","-3,72%"
"29.01.2023","21.857,0","21.203,4","22.009,9","21.150,2","0,88K","3,08%"
"28.01.2023","21.203,4","21.238,9","21.331,5","21.076,7","0,28K","-0,17%"
"27.01.2023","21.238,9","21.118,5","21.607,3","20.710,2","1,24K","0,57%"
"26.01.2023","21.118,5","21.122,5","21.330,4","20.964,2","1,16K","0,02%"
"25.01.2023","21.114,2","20.780,9","21.806,4","20.512,7","1,91K","1,57%"
"24.01.2023","20.788,0","21.096,7","21.280,0","20.658,7","1,21K","-1,46%"
"23.01.2023","21.096,6","20.905,0","21.320,5","20.750,0","1,46K","0,91%"
"22.01.2023","20.906,9","20.988,6","21.242,5","20.561,1","0,90K","-0,37%"
"21.01.2023","20.984,0","20.883,4","21.499,2","20.680,6","1,89K","0,47%"
"20.01.2023","20.884,9","19.453,1","20.936,0","19.264,5","1,79K","7,34%"
"19.01.2023","19.456,7","19.149,0","19.546,9","19.121,8","1,07K","1,61%"
"18.01.2023","19.149,2","19.608,8","19.872,5","18.868,7","2,04K","-2,34%"
"17.01.2023","19.608,8","19.556,9","19.841,7","19.280,5","1,44K","0,29%"
"16.01.2023","19.551,3","19.284,1","19.819,7","19.068,2","1,97K","1,39%"
"15.01.2023","19.284,1","19.335,4","19.398,9","18.960,0","0,77K","-0,28%"
"14.01.2023","19.338,5","18.398,8","19.661,1","18.369,2","2,08K","5,11%"
"13.01.2023","18.398,8","17.364,9","18.454,8","17.250,0","2,20K","5,95%"
"12.01.2023","17.364,8","16.662,9","17.595,4","16.633,1","2,50K","4,21%"
"11.01.2023","16.662,5","16.242,9","16.700,6","16.091,5","1,18K","2,58%"
"10.01.2023","16.242,9","16.005,4","16.291,0","15.993,0","1,43K","1,48%"
"09.01.2023","16.006,1","16.054,0","16.189,3","15.963,0","1,07K","-0,28%"
"08.01.2023","16.051,3","15.912,7","16.079,1","15.873,4","0,38K","0,87%"
"07.01.2023","15.912,7","15.913,9","15.929,5","15.873,7","0,26K","-0,01%"
"06.01.2023","15.914,7","15.991,7","16.013,2","15.810,0","0,75K","-0,47%"
"05.01.2023","15.990,3","15.883,8","16.027,1","15.801,0","0,90K","0,68%"
"04.01.2023","15.882,6","15.795,1","16.015,0","15.767,2","0,93K","0,54%"
"03.01.2023","15.797,0","15.599,1","15.892,9","15.580,5","1,46K","1,26%"
"02.01.2023","15.600,4","15.512,9","15.706,6","15.455,0","1,16K","0,56%"
"01.01.2023","15.512,9","15.423,0","15.524,8","15.388,5","0,53K","0,60%"
