"Datum","Zuletzt","Eröffn.","Hoch","Tief","Vol.","+/- %"
"27.10.2022","20.356,0","20.582,7","20.744,8","20.261,7","1,24K","-1,10%"
"26.10.2022","20.583,1","20.154,4","20.945,0","20.144,6","1,63K","2,13%"
"25.10.2022","20.154,3","19.555,0","20.462,4","19.477,1","1,89K","3,07%"
"24.10.2022","19.554,9","19.840,8","19.887,6","19.441,2","1,23K","-1,44%"
"23.10.2022","19.840,8","19.483,9","19.949,0","19.354,3","0,47K","1,83%"
"22.10.2022","19.483,9","19.435,4","19.525,9","19.385,5","0,33K","0,25%"
"21.10.2022","19.435,4","19.477,6","19.554,5","19.177,3","1,34K","-0,22%"
"20.10.2022","19.477,6","19.585,5","19.663,7","19.374,1","1,06K","-0,55%"
"19.10.2022","19.585,5","19.600,2","19.717,9","19.502,4","0,87K","-0,08%"
"18.10.2022","19.602,0","19.858,5","19.985,6","19.410,1","1,02K","-1,31%"
"17.10.2022","19.862,3","19.774,7","20.084,5","19.664,7","1,45K","0,45%"
"16.10.2022","19.773,6","19.627,2","19.950,7","19.623,5","0,38K","0,75%"
"15.10.2022","19.627,2","19.727,5","19.764,0","19.556,0","0,38K","-0,51%"
"14.10.2022","19.728,0","19.844,6","20.333,0","19.633,0","1,26K","-0,59%"
"13.10.2022","19.844,5","19.734,4","19.929,9","18.874,2","2,34K","0,56%"
"12.10.2022","19.734,4","19.641,0","19.794,9","19.582,8","0,79K","0,48%"
"11.10.2022","19.641,0","19.700,0","19.799,0","19.461,0","1,10K","-0,30%"
"10.10.2022","19.700,1","19.974,0","20.039,6","19.616,1","1,00K","-1,37%"
"09.10.2022","19.974,0","19.936,4","20.060,0","19.845,7","0,35K","0,19%"
"08.10.2022","19.936,4","20.061,0","20.137,5","19.792,8","0,45K","-0,62%"
"07.10.2022","20.061,0","20.381,9","20.469,6","19.809,9","1,37K","-1,57%"
"06.10.2022","20.381,9","20.342,9","20.660,2","20.226,7","0,97K","0,19%"
"05.10.2022","20.342,9","20.377,3","20.561,2","20.069,0","1,26K","-0,14%"
"04.10.2022","20.372,3","19.964,6","20.470,0","19.877,9","1,79K","2,04%"
"03.10.2022","19.964,9","19.453,0","20.031,4","19.389,5","1,24K","2,63%"
"02.10.2022","19.452,9","19.706,4","19.788,6","19.320,1","0,53K","-1,28%"
"01.10.2022","19.705,4","19.816,9","19.872,6","19.562,3","0,48K","-0,57%"
"30.09.2022","19.818,8","19.935,8","20.575,0","19.645,0","1,71K","-0,57%"
"29.09.2022","19.933,0","19.993,5","20.237,0","19.386,1","1,34K","-0,30%"
"28.09.2022","19.993,5","19.888,4","20.287,1","19.359,8","1,68K","0,53%"
"27.09.2022","19.888,3","19.976,6","21.130,9","19.647,1","2,07K","-0,44%"
"26.09.2022","19.976,6","19.410,2","19.998,9","19.360,6","1,54K","2,92%"
"25.09.2022","19.410,1","19.509,3","19.744,8","19.273,5","0,54K","-0,51%"
"24.09.2022","19.509,3","19.888,9","19.897,0","19.400,0","0,57K","-1,91%"
"23.09.2022","19.888,9","19.706,7","19.992,0","19.050,9","1,79K","0,92%"
"22.09.2022","19.706,7","18.787,6","19.824,9","18.711,8","1,64K","4,82%"
"21.09.2022","18.800,0","18.930,7","20.051,7","18.476,2","2,85K","-0,69%"
"20.09.2022","18.930,7","19.485,1","19.542,2","18.810,5","1,38K","-2,85%"
"19.09.2022","19.485,1","19.376,0","19.620,4","18.323,2","2,17K","0,57%"
"18.09.2022","19.375,5","20.089,9","20.095,4","19.341,0","0,81K","-3,56%"
"17.09.2022","20.091,1","19.775,5","20.166,3","19.745,5","0,77K","1,60%"
"16.09.2022","19.773,9","19.731,8","19.948,7","19.330,1","1,14K","0,21%"
"15.09.2022","19.731,8","20.268,6","20.405,8","19.525,0","1,44K","-2,63%"
"14.09.2022","20.264,8","20.220,0","20.556,5","19.662,6","2,01K","0,22%"
"13.09.2022","20.220,0","22.110,6","22.406,0","19.950,0","2,94K","-8,55%"
"12.09.2022","22.110,6","21.678,7","22.200,0","21.383,0","1,92K","1,99%"
"11.09.2022","21.678,7","21.519,6","21.747,1","21.233,8","0,68K","0,69%"
"10.09.2022","21.530,8","21.238,1","21.658,0","21.012,0","1,38K","1,38%"
"09.09.2022","21.238,1","19.304,3","21.452,3","19.232,2","3,83K","10,03%"
"08.09.2022","19.302,6","19.295,7","19.450,4","19.085,0","1,66K","0,08%"
"07.09.2022","19.287,5","18.989,1","19.442,9","18.774,5","1,34K","1,57%"
"06.09.2022","18.989,1","19.887,5","20.239,3","18.888,1","2,37K","-4,52%"
"05.09.2022","19.887,5","20.175,6","20.200,0","19.782,7","0,91K","-1,43%"
"04.09.2022","20.175,6","19.920,1","20.176,7","19.694,2","0,60K","1,28%"
"03.09.2022","19.920,5","20.047,2","20.134,2","19.765,9","0,42K","-0,62%"
"02.09.2022","20.045,2","20.212,9","20.404,9","19.850,0","1,25K","-0,83%"
"01.09.2022","20.212,9","19.970,8","20.265,4","19.691,8","1,33K","1,19%"
"31.08.2022","19.975,4","19.768,8","20.434,6","19.768,6","1,42K","1,08%"
"30.08.2022","19.762,7","20.281,3","20.573,5","19.517,3","1,47K","-2,56%"
"29.08.2022","20.281,3","19.687,2","20.411,7","19.678,1","1,16K","3,07%"
"28.08.2022","19.677,7","20.123,6","20.242,1","19.660,2","0,57K","-2,22%"
"27.08.2022","20.123,6","20.326,2","20.435,6","19.921,0","0,85K","-1,01%"
"26.08.2022","20.329,8","21.646,2","21.798,0","20.207,0","2,11K","-6,08%"
"25.08.2022","21.646,2","21.428,5","21.813,0","21.363,1","0,64K","1,02%"
"24.08.2022","21.428,5","21.592,9","21.943,4","21.270,1","1,14K","-0,76%"
"23.08.2022","21.592,9","21.544,6","21.707,7","21.068,7","1,08K","0,22%"
"22.08.2022","21.544,6","21.450,2","21.661,5","20.899,0","1,10K","0,44%"
"21.08.2022","21.450,2","21.077,0","21.669,3","21.000,1","0,53K","1,77%"
"20.08.2022","21.077,0","20.745,8","21.293,2","20.700,1","0,78K","1,60%"
"19.08.2022","20.745,8","22.984,9","22.984,9","20.713,0","2,58K","-9,74%"
"18.08.2022","22.984,9","22.933,9","23.221,0","22.890,0","0,78K","0,22%"
"17.08.2022","22.933,9","23.457,8","24.025,9","22.800,0","1,38K","-2,23%"
"16.08.2022","23.457,8","23.712,7","23.879,9","23.261,4","1,14K","-1,07%"
"15.08.2022","23.712,7","23.711,3","24.587,0","23.369,1","1,47K","0,01%"
"14.08.2022","23.711,3","23.834,6","24.395,0","23.569,0","0,79K","-0,52%"
"13.08.2022","23.834,6","23.777,4","24.222,0","23.700,0","0,72K","0,24%"
"12.08.2022","23.777,4","23.204,5","23.815,7","22.957,2","1,10K","2,47%"
"11.08.2022","23.204,5","23.260,0","24.074,4","23.141,3","1,53K","-0,24%"
"10.08.2022","23.260,0","22.690,3","23.519,0","22.239,1","1,72K","2,51%"
"09.08.2022","22.690,3","23.348,1","23.461,0","22.369,9","1,07K","-2,82%"
"08.08.2022","23.348,1","22.786,7","23.759,1","22.780,7","1,33K","2,43%"
"07.08.2022","22.795,3","22.545,1","22.978,3","22.465,7","0,35K","1,11%"
"06.08.2022","22.545,1","22.899,0","22.930,6","22.528,0","0,34K","-1,54%"
"05.08.2022","22.898,0","22.084,9","22.930,4","22.078,3","1,37K","3,70%"
"04.08.2022","22.080,5","22.471,5","22.827,8","21.880,0","1,22K","-1,74%"
"03.08.2022","22.471,5","22.643,7","23.200,0","22.350,0","1,27K","-0,76%"
"02.08.2022","22.643,7","22.695,1","23.000,0","22.153,0","1,34K","-0,23%"
"01.08.2022","22.696,0","22.828,0","22.938,5","22.305,7","1,21K","-0,63%"
"31.07.2022","22.840,5","23.142,6","23.671,3","22.754,1","0,78K","-1,28%"
"30.07.2022","23.137,4","23.258,8","24.136,9","23.035,9","1,27K","-0,52%"
"29.07.2022","23.258,8","23.403,6","23.838,7","23.040,3","1,92K","-0,62%"
"28.07.2022","23.403,4","22.499,3","23.721,3","22.276,0","1,71K","4,02%"
"27.07.2022","22.499,6","21.000,1","22.664,8","20.754,0","2,06K","7,14%"
"26.07.2022","21.000,9","20.835,5","21.020,0","20.399,0","1,47K","0,79%"
"25.07.2022","20.835,5","22.147,8","22.204,1","20.818,1","2,02K","-5,92%"
"24.07.2022","22.147,7","22.011,1","22.528,6","21.826,4","0,53K","0,62%"
"23.07.2022","22.011,1","22.230,1","22.527,7","21.527,1","0,70K","-0,99%"
"22.07.2022","22.230,1","22.642,1","23.269,9","22.050,0","1,74K","-1,82%"
"21.07.2022","22.642,1","22.821,0","23.009,0","21.953,2","2,08K","-0,77%"
"20.07.2022","22.817,5","22.876,0","23.780,0","22.402,6","3,88K","-0,26%"
"19.07.2022","22.876,0","22.117,5","23.265,7","21.200,0","3,28K","3,46%"
"18.07.2022","22.109,9","20.583,8","22.377,6","20.581,8","2,87K","7,41%"
"17.07.2022","20.583,8","21.036,7","21.474,0","20.559,8","0,61K","-2,15%"
"16.07.2022","21.036,7","20.656,6","21.400,0","20.307,3","0,88K","1,84%"
"15.07.2022","20.656,6","20.518,7","20.999,0","20.329,5","1,22K","0,67%"
"14.07.2022","20.520,0","20.172,7","20.819,9","19.618,5","1,86K","1,72%"
"13.07.2022","20.172,7","19.256,0","20.226,2","18.904,1","3,09K","4,75%"
"12.07.2022","19.258,4","19.851,8","20.000,0","19.179,0","1,83K","-2,99%"
"11.07.2022","19.851,7","20.487,8","20.618,1","19.792,7","1,63K","-3,10%"
"10.07.2022","20.487,8","21.196,5","21.206,1","20.282,9","1,60K","-3,34%"
"09.07.2022","21.195,9","21.202,7","21.550,0","20.947,4","0,83K","-0,03%"
"08.07.2022","21.202,7","21.266,7","22.047,9","20.899,9","2,55K","-0,31%"
"07.07.2022","21.269,6","20.160,0","21.467,8","19.829,0","1,98K","5,50%"
"06.07.2022","20.160,0","19.638,6","20.198,1","19.251,8","1,55K","2,65%"
"05.07.2022","19.638,6","19.371,7","20.160,0","18.738,9","2,59K","1,38%"
"04.07.2022","19.371,7","18.490,0","19.488,5","18.256,0","2,20K","4,77%"
"03.07.2022","18.490,0","18.438,4","18.820,0","18.015,0","1,02K","0,28%"
"02.07.2022","18.438,4","18.460,0","18.635,0","18.214,4","1,06K","-0,12%"
"01.07.2022","18.460,0","19.038,6","19.853,6","18.143,5","2,05K","-2,97%"
"30.06.2022","19.026,0","19.218,5","19.273,9","17.753,3","3,18K","-1,00%"
"29.06.2022","19.218,5","19.246,2","19.530,7","18.858,2","2,81K","-0,13%"
"28.06.2022","19.242,6","19.565,8","20.033,6","19.191,4","2,28K","-1,65%"
"27.06.2022","19.565,8","19.905,6","20.320,8","19.363,0","1,93K","-1,71%"
"26.06.2022","19.905,6","20.364,8","20.729,6","19.850,4","0,91K","-2,27%"
"25.06.2022","20.367,0","20.097,0","20.448,8","19.827,8","0,74K","1,34%"
"24.06.2022","20.097,0","20.042,6","20.382,9","19.651,4","1,66K","0,31%"
"23.06.2022","20.034,5","18.905,0","20.158,2","18.820,0","1,96K","6,06%"
"22.06.2022","18.890,5","19.665,1","19.748,7","18.702,6","2,25K","-3,89%"
"21.06.2022","19.655,4","19.539,9","20.540,0","19.307,4","2,48K","0,59%"
"20.06.2022","19.539,9","19.597,6","19.974,2","18.703,3","2,48K","-0,29%"
"19.06.2022","19.597,6","18.057,2","19.820,8","17.103,2","3,23K","8,53%"
"18.06.2022","18.057,2","19.482,5","19.765,2","16.755,9","5,49K","-7,27%"
"17.06.2022","19.473,1","19.318,1","20.291,0","19.200,1","2,28K","0,80%"
"16.06.2022","19.318,1","21.577,6","21.938,9","19.175,0","2,78K","-10,47%"
"15.06.2022","21.577,6","21.200,0","21.765,4","19.177,6","6,70K","1,73%"
"14.06.2022","21.211,2","21.574,1","22.341,1","20.042,7","4,56K","-1,70%"
"13.06.2022","21.578,1","25.314,1","25.591,5","21.076,4","6,90K","-14,84%"
"12.06.2022","25.339,3","27.006,2","27.123,4","25.311,6","1,62K","-6,17%"
"11.06.2022","27.006,2","27.642,5","27.964,8","26.755,2","0,81K","-2,30%"
"10.06.2022","27.641,0","28.322,9","28.530,0","27.430,3","1,41K","-2,41%"
"09.06.2022","28.322,9","28.169,9","28.610,5","27.910,0","0,91K","0,54%"
"08.06.2022","28.169,9","29.073,1","29.240,7","27.920,7","1,12K","-3,11%"
"07.06.2022","29.073,1","29.335,4","29.449,9","27.360,0","1,87K","-0,89%"
"06.06.2022","29.335,4","27.884,2","29.642,2","27.870,0","1,21K","5,20%"
"05.06.2022","27.884,2","27.861,6","28.148,1","27.571,6","0,31K","0,08%"
"04.06.2022","27.861,6","27.715,1","27.952,0","27.501,4","0,27K","0,53%"
"03.06.2022","27.715,1","28.314,3","28.491,9","27.316,7","1,00K","-2,12%"
"02.06.2022","28.314,3","27.962,2","28.591,2","27.647,3","0,83K","1,26%"
"01.06.2022","27.962,2","29.600,9","29.759,5","27.530,0","1,82K","-5,50%"
"31.05.2022","29.590,4","29.436,8","30.147,3","29.158,3","1,36K","0,49%"
"30.05.2022","29.445,1","27.443,7","29.839,3","27.300,0","2,83K","7,29%"
"29.05.2022","27.443,7","27.039,1","27.536,7","26.868,4","0,51K","1,50%"
"28.05.2022","27.039,1","26.634,8","27.231,6","26.572,3","0,43K","1,52%"
"27.05.2022","26.634,8","27.211,5","27.338,7","26.350,4","1,38K","-2,12%"
"26.05.2022","27.211,5","27.611,1","27.901,3","26.215,3","1,89K","-1,45%"
"25.05.2022","27.611,1","27.603,2","28.160,0","27.502,8","1,29K","0,03%"
"24.05.2022","27.601,8","27.219,9","27.759,8","26.727,0","1,24K","1,40%"
"23.05.2022","27.219,9","28.626,6","28.881,0","27.026,1","2,05K","-4,91%"
"22.05.2022","28.626,6","27.834,0","28.796,7","27.668,4","0,84K","2,84%"
"21.05.2022","27.836,1","27.622,9","28.028,6","27.393,4","0,44K","0,75%"
"20.05.2022","27.630,1","28.629,4","29.049,9","27.215,0","1,39K","-3,49%"
"19.05.2022","28.629,3","27.368,0","28.789,5","27.325,7","1,41K","4,61%"
"18.05.2022","27.368,0","28.824,5","29.030,7","27.325,1","1,47K","-5,05%"
"17.05.2022","28.824,5","28.571,9","29.314,5","27.948,3","1,65K","0,88%"
"16.05.2022","28.571,9","30.078,4","30.078,4","27.931,1","1,64K","-5,01%"
"15.05.2022","30.078,4","28.894,2","30.182,0","28.332,0","0,91K","4,10%"
"14.05.2022","28.894,2","28.108,1","29.106,8","27.511,7","0,99K","2,78%"
"13.05.2022","28.114,0","27.875,6","29.822,0","27.630,9","2,78K","0,89%"
"12.05.2022","27.866,1","27.520,7","28.747,7","23.500,0","7,93K","1,26%"
"11.05.2022","27.520,7","29.441,1","30.439,1","26.359,9","6,93K","-6,52%"
"10.05.2022","29.441,1","28.466,8","30.900,0","28.196,1","3,79K","3,41%"
"09.05.2022","28.471,4","32.306,1","32.505,0","28.447,2","6,16K","-11,87%"
"08.05.2022","32.306,1","33.650,9","33.663,8","32.012,0","1,33K","-4,00%"
"07.05.2022","33.650,9","34.150,4","34.281,5","33.030,0","0,53K","-1,47%"
"06.05.2022","34.154,5","34.686,4","34.791,4","33.411,6","1,44K","-1,53%"
"05.05.2022","34.686,4","37.354,3","37.509,2","34.353,8","2,87K","-7,14%"
"04.05.2022","37.354,8","35.865,3","37.703,7","35.799,0","1,41K","4,15%"
"03.05.2022","35.865,3","36.645,0","36.768,9","35.667,7","0,95K","-2,12%"
"02.05.2022","36.640,9","36.513,7","37.211,7","36.236,0","0,89K","0,35%"
"01.05.2022","36.513,7","35.759,3","36.670,6","35.548,8","0,60K","2,11%"
"30.04.2022","35.759,3","36.615,7","36.798,9","35.726,8","0,54K","-2,32%"
"29.04.2022","36.608,1","37.829,5","37.900,0","36.209,0","1,09K","-3,23%"
"28.04.2022","37.829,5","37.168,5","38.425,0","37.004,1","1,26K","1,78%"
"27.04.2022","37.167,1","35.836,0","37.398,2","35.646,0","2,02K","3,68%"
"26.04.2022","35.847,6","37.725,5","38.158,9","35.451,0","2,08K","-4,98%"
"25.04.2022","37.725,5","36.521,7","37.859,0","35.610,0","1,88K","3,30%"
"24.04.2022","36.521,7","36.584,3","37.000,0","36.200,1","0,60K","-0,17%"
"23.04.2022","36.584,3","36.803,2","37.083,0","36.429,9","0,33K","-0,59%"
"22.04.2022","36.803,2","37.368,5","37.731,5","36.345,0","0,89K","-1,51%"
"21.04.2022","37.368,5","38.136,7","39.465,1","36.730,0","1,24K","-2,01%"
"20.04.2022","38.134,5","38.467,2","38.971,1","37.750,0","0,90K","-0,86%"
"19.04.2022","38.467,2","37.859,3","38.720,6","37.600,5","0,84K","1,61%"
"18.04.2022","37.859,3","36.713,2","38.122,0","35.764,7","1,28K","3,12%"
"17.04.2022","36.713,2","37.404,4","37.580,0","36.599,0","0,31K","-1,85%"
"16.04.2022","37.404,4","37.543,0","37.659,9","37.055,2","0,24K","-0,37%"
"15.04.2022","37.543,0","36.932,5","37.750,0","36.806,8","0,49K","1,66%"
"14.04.2022","36.930,1","37.764,9","38.181,7","36.559,4","0,91K","-2,21%"
"13.04.2022","37.764,9","37.039,6","38.164,2","36.606,2","1,08K","1,96%"
"12.04.2022","37.039,5","36.326,7","37.416,5","36.180,0","1,45K","1,96%"
"11.04.2022","36.326,7","38.760,2","38.962,6","36.050,0","1,92K","-6,28%"
"10.04.2022","38.760,2","39.369,0","39.889,0","38.500,0","0,48K","-1,55%"
"09.04.2022","39.369,0","38.878,6","39.381,0","38.780,0","0,34K","1,25%"
"08.04.2022","38.883,5","39.993,5","40.453,8","38.750,0","1,08K","-2,78%"
"07.04.2022","39.993,5","39.627,7","40.244,4","39.222,2","1,05K","0,92%"
"06.04.2022","39.627,7","41.711,3","41.834,9","39.600,9","1,82K","-5,00%"
"05.04.2022","41.711,3","42.470,8","43.032,0","41.613,0","1,01K","-1,79%"
"04.04.2022","42.470,8","42.035,7","42.700,0","41.190,0","0,95K","1,04%"
"03.04.2022","42.035,7","41.480,0","42.957,8","41.288,2","0,57K","1,34%"
"02.04.2022","41.480,0","41.897,2","42.692,7","41.325,9","0,47K","-1,00%"
"01.04.2022","41.897,2","41.095,8","42.339,2","40.001,0","1,70K","1,95%"
"31.03.2022","41.095,8","42.170,8","42.890,0","40.620,0","1,31K","-2,51%"
"30.03.2022","42.152,5","42.782,8","42.863,4","41.928,2","1,85K","-1,47%"
"29.03.2022","42.782,8","42.861,9","43.431,5","42.321,6","1,29K","-0,18%"
"28.03.2022","42.861,9","42.650,0","43.897,4","42.500,0","1,73K","0,50%"
"27.03.2022","42.650,0","40.532,2","42.682,4","40.500,0","1,07K","5,22%"
"26.03.2022","40.534,8","40.364,1","40.750,0","40.163,0","0,60K","0,43%"
"25.03.2022","40.362,2","39.953,1","40.930,0","39.589,9","1,25K","1,02%"
"24.03.2022","39.953,1","38.976,8","40.245,8","38.850,0","1,88K","2,50%"
"23.03.2022","38.976,8","38.409,2","39.043,6","37.928,5","0,90K","1,48%"
"22.03.2022","38.409,2","37.230,1","39.346,6","37.150,2","1,76K","3,17%"
"21.03.2022","37.230,1","37.365,3","37.636,4","36.700,0","0,84K","-0,36%"
"20.03.2022","37.365,3","38.172,4","38.224,8","36.993,9","0,84K","-2,13%"
"19.03.2022","38.177,0","37.787,0","38.300,0","37.610,7","0,82K","1,03%"
"18.03.2022","37.787,0","36.881,8","38.250,0","36.300,0","1,27K","2,45%"
"17.03.2022","36.881,8","37.308,4","37.572,8","36.500,0","1,14K","-1,13%"
"16.03.2022","37.302,9","35.825,2","37.960,0","35.494,8","2,91K","4,12%"
"15.03.2022","35.825,2","36.269,4","36.379,1","34.810,1","1,60K","-1,23%"
"14.03.2022","36.270,4","34.555,4","36.475,8","34.415,0","1,24K","4,96%"
"13.03.2022","34.555,5","35.595,0","36.041,9","34.415,4","0,68K","-2,92%"
"12.03.2022","35.595,0","35.499,9","36.177,0","35.460,1","0,84K","0,27%"
"11.03.2022","35.499,9","35.824,4","36.549,6","34.800,8","1,58K","-0,90%"
"10.03.2022","35.822,4","37.900,8","38.025,9","34.916,8","2,62K","-5,48%"
"09.03.2022","37.900,8","35.556,9","38.709,8","35.494,6","1,92K","6,58%"
"08.03.2022","35.561,3","34.986,8","36.001,7","34.896,1","1,08K","1,62%"
"07.03.2022","34.994,2","35.299,4","36.372,6","34.290,4","2,03K","-0,84%"
"06.03.2022","35.290,7","36.068,7","36.318,5","34.890,6","0,86K","-2,16%"
"05.03.2022","36.069,8","35.817,3","36.259,2","35.324,9","0,77K","0,70%"
"04.03.2022","35.817,3","38.354,9","38.407,0","35.300,0","1,84K","-6,62%"
"03.03.2022","38.354,9","39.499,9","39.777,8","37.783,2","1,49K","-2,90%"
"02.03.2022","39.499,9","39.930,0","40.823,4","39.061,9","2,27K","-1,06%"
"01.03.2022","39.921,9","38.502,9","40.250,0","38.291,2","3,72K","3,70%"
"28.02.2022","38.496,0","33.744,3","39.326,0","33.505,4","2,31K","14,11%"
"27.02.2022","33.735,3","34.720,1","35.339,2","33.152,2","1,63K","-2,84%"
"26.02.2022","34.720,1","34.793,4","35.676,3","34.300,0","1,24K","-0,21%"
"25.02.2022","34.793,4","34.233,5","35.364,0","34.045,1","1,84K","1,64%"
"24.02.2022","34.233,5","32.928,0","35.412,3","30.570,1","5,20K","3,96%"
"23.02.2022","32.928,0","33.775,6","34.628,8","32.805,2","1,96K","-2,51%"
"22.02.2022","33.775,6","32.725,8","33.933,3","32.217,0","1,81K","3,27%"
"21.02.2022","32.704,7","33.890,3","34.757,5","32.544,7","2,38K","-3,50%"
"20.02.2022","33.890,3","35.437,2","35.446,1","33.540,0","1,24K","-4,37%"
"19.02.2022","35.437,2","35.320,2","35.767,3","35.015,0","0,69K","0,28%"
"18.02.2022","35.338,6","35.689,0","36.037,7","34.833,2","1,59K","-1,00%"
"17.02.2022","35.695,6","38.599,5","38.839,3","35.287,3","2,15K","-7,52%"
"16.02.2022","38.599,4","39.250,4","39.262,7","38.160,0","1,62K","-1,66%"
