"Datum","Zuletzt","Eröffn.","Hoch","Tief","Vol.","+/- %"
"31.01.2018","8.137,2","8.103,8","8.305,6","7.737,0","17,31K","0,76%"
"30.01.2018","8.075,8","9.020,2","9.061,1","7.902,3","20,99K","-10,47%"
"29.01.2018","9.020,2","9.377,2","9.438,5","8.921,9","8,70K","-3,81%"
"28.01.2018","9.377,2","9.172,2","9.550,0","9.125,3","10,45K","2,07%"
"27.01.2018","9.187,1","8.960,1","9.333,2","8.719,7","10,73K","2,25%"
"26.01.2018","8.984,6","9.005,7","9.358,0","8.400,0","15,34K","-0,25%"
"25.01.2018","9.007,1","9.225,0","9.456,9","8.850,0","8,78K","-2,47%"
"24.01.2018","9.235,1","8.827,0","9.350,0","8.510,1","10,37K","4,54%"
"23.01.2018","8.833,7","8.869,9","9.356,2","8.170,0","13,80K","-0,30%"
"22.01.2018","8.860,0","9.540,2","9.915,9","8.200,9","0,00K","-7,02%"
"21.01.2018","9.529,2","10.511,9","10.521,0","9.201,2","12,20K","-9,35%"
"20.01.2018","10.511,9","9.569,2","10.734,6","9.537,8","9,78K","9,80%"
"19.01.2018","9.574,0","9.360,0","9.998,9","9.134,0","9,76K","2,29%"
"18.01.2018","9.360,1","9.210,1","10.113,6","8.920,1","16,21K","1,48%"
"17.01.2018","9.223,8","9.370,0","9.749,8","7.506,1","22,51K","-1,56%"
"16.01.2018","9.370,0","11.164,1","11.267,4","8.250,0","21,95K","-15,96%"
"15.01.2018","11.150,0","11.297,9","11.930,9","11.068,0","6,43K","-1,31%"
"14.01.2018","11.297,9","11.768,0","11.861,0","10.892,0","5,18K","-3,99%"
"13.01.2018","11.767,9","11.909,7","12.139,0","11.700,0","2,36K","3,17%"
"11.01.2018","11.406,1","12.345,1","12.420,0","11.012,3","1,74K","-8,01%"
"10.01.2018","12.399,0","12.072,9","12.400,0","11.200,0","7,14K","2,70%"
"09.01.2018","12.072,9","12.648,7","12.768,6","11.961,8","5,72K","-4,55%"
"08.01.2018","12.648,7","13.237,2","13.287,3","12.000,0","5,89K","-4,45%"
"07.01.2018","13.237,2","14.184,0","14.199,7","13.039,8","3,92K","-6,68%"
"06.01.2018","14.184,0","14.297,6","14.333,8","13.501,0","4,16K","-0,79%"
"05.01.2018","14.297,6","12.750,4","14.480,0","12.412,1","6,06K","12,13%"
"04.01.2018","12.750,4","12.660,0","12.819,2","12.000,0","4,44K","0,71%"
"03.01.2018","12.660,0","12.299,8","12.887,0","12.290,0","3,53K","2,93%"
"02.01.2018","12.299,8","11.350,0","12.746,0","10.905,0","5,16K","8,37%"
"01.01.2018","11.350,0","11.993,6","11.995,2","11.090,0","3,68K","-5,37%"
