"Datum","Zuletzt","Eröffn.","Hoch","Tief","Vol.","+/- %"
"20.01.2017","841,0","843,3","850,0","830,0","4,62K","-0,28%"
"19.01.2017","843,3","828,5","855,0","827,5","7,65K","1,78%"
"18.01.2017","828,5","855,0","860,0","803,3","11,53K","-3,09%"
"17.01.2017","855,0","789,5","859,0","789,5","12,46K","8,29%"
"16.01.2017","789,5","777,5","799,0","770,1","6,55K","1,55%"
"15.01.2017","777,5","769,8","783,4","765,0","3,26K","1,00%"
"14.01.2017","769,8","782,4","797,3","763,1","5,57K","-1,61%"
"13.01.2017","782,4","773,0","791,2","737,8","11,55K","1,22%"
"12.01.2017","773,0","755,1","791,2","716,3","18,12K","2,37%"
"11.01.2017","755,1","867,8","876,0","741,0","24,78K","-12,99%"
"10.01.2017","867,8","862,0","874,0","854,4","5,27K","0,68%"
"09.01.2017","862,0","865,7","869,0","831,7","7,46K","-0,43%"
"08.01.2017","865,7","854,6","891,8","844,2","8,34K","1,29%"
"07.01.2017","854,6","847,2","860,6","771,0","18,86K","0,87%"
"06.01.2017","847,2","940,1","979,0","827,7","24,29K","-9,88%"
"05.01.2017","940,1","1.074,0","1.087,4","895,2","33,05K","-12,47%"
"04.01.2017","1.074,0","993,0","1.089,0","989,8","21,49K","8,16%"
"03.01.2017","993,0","973,8","994,0","960,2","7,38K","1,98%"
"02.01.2017","973,8","946,3","984,0","943,0","10,37K","2,90%"
"01.01.2017","946,3","913,5","953,9","907,8","6,48K","3,59%"
